property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft
House,62500000,DHA Defence,24.805045,67.064323,4,4,2019-05-06,3267.0
House,239000000,DHA Defence,24.782215,67.074537,6,6,2019-01-18,10890.0
Flat,12000000,DHA Defence,24.832117,67.063637,3,3,2019-05-06,2423.025
House,30000000,Gulistan-e-Jauhar,24.926606,67.130384,4,3,2019-01-18,2613.6
Flat,3000000,Gulshan-e-Iqbal Town,24.95618,67.115135,3,3,2019-01-18,1170.675
Flat,3400000,Gulistan-e-Jauhar,24.907822,67.129209,2,2,2019-01-18,789.525
Flat,8500000,Abul Hassan Isphani Road,24.941817,67.098056,3,3,2019-01-18,1579.05
Flat,15500000,Gulshan-e-Iqbal Town,24.905628,67.074788,2,3,2019-01-18,1524.6
Flat,20000000,Clifton,24.826625,67.037923,2,2,2019-06-14,1197.9
House,300000000,Shahra-e-Faisal,24.863952,67.075031,7,10,2019-01-18,21780.0
House,190000000,DHA Defence,24.8282338,67.05068957,5,5,2019-01-18,15245.999999999998
House,35000000,Scheme 33,24.954818,67.11663,7,6,2019-01-18,2178.0
House,10000000,Landhi,24.83866,67.17456,4,4,2019-01-18,871.2
Upper Portion,3700000,Federal B Area,24.929408,67.08071,2,2,2019-01-18,735.075
House,32500000,Scheme 33,24.93891335,67.14059448,6,7,2019-05-05,3321.45
House,37000000,Nazimabad,24.90306228,67.03297051,5,8,2019-01-18,2341.35
Flat,5700000,North Nazimabad,24.961243,67.05601,2,2,2019-01-18,1143.45
Flat,5000000,North Nazimabad,24.933144,67.033167,2,2,2019-01-18,843.975
Flat,2200000,North Nazimabad,24.96827126,67.06817627,1,2,2019-01-06,544.5
Upper Portion,17000000,North Nazimabad,24.935635,67.05102,4,4,2019-06-27,2613.6
Flat,3500000,North Karachi,24.961111,67.055884,2,2,2019-01-18,843.975
Upper Portion,4500000,Shahra-e-Faisal,24.895468,67.177091,2,3,2019-01-18,871.2
House,6800000,Gadap Town,25.045686,67.072513,7,6,2019-01-18,1361.25
Flat,6500000,North Karachi,24.972287,67.066298,3,3,2019-01-18,1442.925
Flat,4500000,Scheme 33,24.938913,67.140593,2,2,2019-01-18,1116.225
House,13500000,North Karachi,24.972287,67.066298,6,6,2019-01-18,1306.8
House,12500000,Bahria Town Karachi,25.058608,67.323455,3,3,2019-01-18,1361.25
Flat,22000000,Guru Mandir Chorangi,24.880755,67.039694,3,3,2019-01-18,1932.975
Penthouse,50000000,Jamshed Town,24.869111,67.060976,4,5,2019-01-18,4709.925
Flat,15000000,Gulshan-e-Iqbal Town,24.896948,67.07196,2,3,2019-01-18,1579.05
Flat,4600000,Gulshan-e-Iqbal Town,24.90900223,67.0674086,2,2,2019-01-18,1197.9
Flat,19000000,Kamran Chowrangi,24.923841,67.13781,3,3,2019-01-18,2178.0
Flat,7000000,North Nazimabad,24.935635,67.05102,2,2,2019-01-18,1143.45
Flat,34000000,DHA Defence,24.752502,67.074019,2,2,2019-06-30,1987.425
House,52500000,Muslimabad Society,24.879255,67.049402,4,4,2019-06-07,3130.875
House,85000000,DHA Defence,24.810265,67.043552,6,5,2019-04-06,5445.0
House,42500000,Nazimabad,24.905355,67.036085,5,9,2019-01-18,2341.35
Flat,6600000,Gulshan-e-Iqbal Town,24.914152,67.108169,2,2,2019-01-18,1279.575
House,12300000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-01-18,2722.5
House,20000000,Scheme 33,24.964623,67.168558,4,5,2019-01-18,2613.6
Flat,4000000,Gulistan-e-Jauhar,24.913179,67.121959,3,3,2019-01-18,1606.275
House,110000000,DHA Defence,24.805045,67.064323,6,5,2019-04-06,5445.0
House,40000000,Rashid Minhas Road,24.895994,67.119191,7,7,2019-01-18,3321.45
Flat,3600000,Gulistan-e-Jauhar,24.904693,67.12281,2,2,2019-01-18,735.075
Flat,10500000,Gulberg Town,24.920136,67.071855,2,3,2019-01-18,1769.625
Flat,15000000,DHA Defence,24.782215,67.074537,2,2,2019-02-16,1197.9
Flat,14500000,DHA Defence,24.803643,67.074094,2,2,2019-02-16,1197.9
House,4500000,Manghopir Road,24.942065,67.019994,3,2,2019-01-18,1306.8
Lower Portion,8000000,Gulistan-e-Jauhar,24.92660522,67.13038635,3,3,2019-01-18,2178.0
House,18500000,Gadap Town,25.02411351,67.12665729,3,3,2019-01-18,2341.35
House,15000000,Malir,24.9052,67.187483,9,7,2019-01-18,871.2
House,8000000,Malir,24.905433,67.220614,3,3,2019-01-18,1742.4
Lower Portion,6000000,Gulshan-e-Malir,24.880438,67.179402,2,2,2019-01-18,871.2
Flat,7850000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-01-18,1197.9
House,13500000,Anda Mor Road,24.964946,67.056945,6,6,2019-01-18,1633.5
Flat,12600000,Malir,24.943317,67.179783,2,2,2019-06-05,1442.925
Flat,3000000,Kashmir Colony,24.837671,67.076546,2,2,2019-01-18,1089.0
Flat,5000000,Federal B Area,24.92863,67.064466,2,3,2019-01-18,1089.0
House,13000000,Gulistan-e-Jauhar,24.926605,67.13039,3,3,2019-01-18,1306.8
Flat,3800000,North Karachi,24.974388,67.068701,2,2,2019-01-18,1089.0
Flat,5500000,Nazimabad,24.916721,67.031622,2,5,2019-01-18,2178.0
House,11000000,Korangi,24.837608,67.139411,6,6,2019-01-18,1306.8
House,11000000,Gulistan-e-Jauhar,24.91356389,67.13549488,2,2,2019-01-18,871.2
Flat,4300000,North Nazimabad,24.961832,67.050476,1,2,2019-01-18,735.075
Flat,1300000,Nishtar Road (Lawrence Road),24.885121,67.030018,2,3,2019-01-18,653.4
Flat,9500000,Gulshan-e-Iqbal Town,24.908308,67.07207,2,2,2019-01-18,1279.575
Flat,15200000,Jamshed Town,24.869111,67.060976,2,2,2019-01-18,1279.575
Flat,6000000,Gulistan-e-Jauhar,24.912026,67.130733,3,3,2019-02-18,1633.5
Flat,11500000,North Nazimabad,24.932405,67.030249,3,3,2019-07-03,1742.4
Flat,25000000,DHA Defence,24.805044,67.06432,3,3,2019-01-18,2178.0
House,9300000,Gadap Town,25.017951,67.136393,6,5,2019-01-18,1306.8
Flat,8500000,Federal B Area,24.92863,67.064466,2,2,2019-01-18,1361.25
House,3500000,Korangi,24.826345,67.104004,1,2,2019-01-18,871.2
Flat,5000000,Rashid Minhas Road,24.895994,67.119191,3,3,2019-01-18,1579.05
Flat,13000000,Bahria Town Karachi,25.013015,67.314401,3,3,2019-07-01,2913.075
Flat,4500000,Gulistan-e-Jauhar,24.920965,67.122366,2,2,2019-01-18,789.525
House,19500000,Gulistan-e-Jauhar,24.916185,67.135196,4,4,2019-01-18,1415.7
Flat,3500000,Nazimabad,24.916331,67.035398,1,2,2019-01-18,653.4
House,16700000,Scheme 33,24.965776,67.120174,6,6,2019-01-18,1306.8
House,60000000,North Karachi,24.97645,67.060289,8,7,2019-01-18,6534.0
House,31000000,Gulshan-e-Iqbal Town,24.907068,67.094915,5,5,2019-01-18,1742.4
Flat,5000000,Federal B Area,24.937736,67.080152,2,2,2019-01-18,1089.0
Flat,6000000,Federal B Area,24.950499,67.076547,3,3,2019-01-18,1524.6
House,33500000,Gulistan-e-Jauhar,24.920965,67.122366,7,6,2019-01-18,2613.6
House,61500000,Malir,24.89321,67.195473,5,4,2019-01-18,4083.75
Flat,17500000,Jamshed Road,24.88084,67.041705,2,2,2019-01-18,1442.925
Flat,9000000,Nazimabad,24.91493,67.026644,4,3,2019-01-18,1442.925
Upper Portion,8500000,Nazimabad,24.905355,67.03609,3,3,2019-01-18,1089.0
House,28500000,Defence View Society,24.834979,67.080263,5,3,2019-01-18,1306.8
Flat,4000000,Gulshan-e-Iqbal Town,24.912128,67.099257,3,3,2019-01-18,1034.55
Flat,6000000,North Karachi,24.962319,67.074319,4,3,2019-01-18,1524.6
House,42500000,Gulistan-e-Jauhar,24.93591,67.152597,8,6,2019-01-18,4356.0
House,115000000,DHA Defence,24.805045,67.064323,6,5,2019-06-21,5445.0
Flat,5600000,Punjab Colony,24.830948,67.047329,2,3,2019-01-18,1442.925
House,7000000,Korangi Road,24.844366,67.146878,4,4,2019-01-18,1306.8
Flat,41000000,DHA Defence,24.784203,67.084877,3,3,2019-01-18,2613.6
Flat,12500000,DHA Defence,24.832117,67.063637,3,3,2019-01-18,2423.025
Flat,2600000,Qayyumabad,24.822535,67.084572,1,2,2019-01-04,435.6
Flat,2650000,Gadap Town,25.051119,67.064581,1,2,2019-01-18,598.95
Flat,8700000,Gulshan-e-Iqbal Town,24.90364771,67.07495966,2,2,2019-07-02,1143.45
Flat,10000000,DHA Defence,24.798481,67.045716,2,2,2019-06-05,1089.0
Flat,5200000,University Road,24.92252,67.103269,2,2,2019-01-18,980.1
Flat,5200000,Scheme 33,24.964585,67.125883,2,2,2019-01-18,1524.6
House,155000000,Gulshan-e-Iqbal Town,24.877949,67.087927,9,8,2019-06-21,7078.5
Flat,13500000,DHA Defence,24.803643,67.074094,2,2,2019-01-18,1089.0
Flat,18000000,Gulshan-e-Iqbal Town,24.92754,67.104406,3,3,2019-01-18,1633.5
Flat,41500000,Cantt,24.850177,67.041094,3,3,2019-07-10,2913.075
House,90000000,Shaheed Millat Road,24.876976,67.069237,6,4,2019-04-06,4356.0
Flat,6000000,Jamshed Town,24.883672,67.049775,2,2,2019-01-18,1197.9
House,14000000,Kamran Chowrangi,24.923841,67.137812,5,4,2019-01-18,1306.8
Flat,7000000,Gulistan-e-Jauhar,24.912026,67.130733,3,3,2019-06-14,1388.475
Flat,8500000,DHA Defence,24.810265,67.043552,2,2,2019-06-14,1089.0
Flat,26500000,Clifton,24.817121,66.998363,3,3,2019-02-03,1932.975
Flat,3100000,Federal B Area,24.926606,67.067707,2,2,2019-01-18,490.05
House,12000000,Shah Faisal Town,24.880071,67.162514,7,11,2019-01-18,1306.8
Flat,3000000,North Karachi,24.96986,67.066957,2,2,2019-01-18,871.2
Penthouse,25000000,Shaheed Millat Road,24.876976,67.06924,4,4,2019-06-07,2668.05
House,7500000,Cantt,24.898271,67.129719,4,7,2019-01-18,707.85
Flat,7500000,Gulshan-e-Iqbal Town,24.911726,67.098014,2,2,2019-06-21,1143.45
Flat,6000000,Laraib Garden,24.922239,67.081284,2,2,2019-01-18,1143.45
Lower Portion,12000000,North Nazimabad,24.955324,67.051063,3,3,2019-03-10,2178.0
House,90000000,DHA Defence,24.810265,67.043552,4,4,2019-01-18,5445.0
Flat,13000000,Gulistan-e-Jauhar,24.9374,67.148679,3,3,2019-05-06,1524.6
House,33500000,Gulistan-e-Jauhar,24.920384,67.129162,5,5,2019-01-18,2613.6
Flat,19000000,DHA Defence,24.81455,67.070672,3,3,2019-01-18,2423.025
Flat,45000000,Clifton,24.825028,67.031579,4,4,2019-01-18,3920.4
House,2700000,Shahra-e-Usman,25.014626,67.063959,3,5,2019-01-18,707.85
Flat,7850000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-01-18,1197.9
House,80000000,North Nazimabad,24.929369,67.045226,7,6,2019-01-18,6534.0
House,8800000,North Karachi,24.972287,67.066298,4,6,2019-01-18,871.2
House,48000000,North Nazimabad,24.935635,67.05102,6,6,2019-01-18,2450.25
House,20000000,Gadap Town,25.018184,67.074537,8,6,2019-01-18,4356.0
Flat,9000000,Nazimabad,24.906134,67.023983,3,3,2019-01-18,1579.05
Flat,36000000,Cantt,24.937425,67.182856,4,3,2019-01-18,3021.975
House,16000000,Gadap Town,25.01372,67.16262,3,3,2019-01-18,2940.3
House,19000000,Federal B Area,24.929407,67.08071,2,6,2019-01-18,1306.8
Flat,7000000,Scheme 33,24.938913,67.140593,3,2,2019-02-03,1524.6
House,25500000,Gulshan-e-Iqbal Town,24.939604,67.095909,7,7,2019-01-18,2286.9
Flat,3600000,Gulistan-e-Jauhar,24.904693,67.12281,2,4,2019-01-18,1306.8
Flat,2600000,Liaquatabad,24.903253,67.052279,2,3,2019-06-05,871.2
Flat,3500000,Gulistan-e-Jauhar,24.94155,67.093334,3,2,2019-01-18,1279.575
Lower Portion,20000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-01-18,4356.0
House,18000000,Federal B Area,24.922442,67.073629,3,6,2019-01-18,1306.8
House,185000000,DHA Defence,24.805045,67.064323,7,6,2019-04-06,6534.0
House,65000000,Clifton,24.806292,67.030456,5,5,2019-05-06,2613.6
House,30000000,North Karachi,24.972287,67.066298,9,9,2019-01-18,2613.6
House,7000000,Malir,24.9052,67.187485,3,2,2019-01-18,1306.8
Flat,8000000,DHA Defence,24.811562,67.043072,3,2,2019-01-18,1089.0
House,25000000,Bin Qasim Town,24.870785,67.339325,3,3,2019-01-18,1306.8
House,55000000,Gulshan-e-Iqbal Town,24.898465,67.0625,6,8,2019-06-14,4356.0
Flat,44500000,Cantt,24.899769,67.120412,4,4,2019-01-18,3321.45
Upper Portion,2200000,Malir,24.906942,67.207571,1,2,2019-01-18,653.4
Flat,6200000,Manzoor Colony,24.850266,67.08521,3,3,2019-01-18,1633.5
Flat,13000000,Gulistan-e-Jauhar,24.924636,67.141903,3,3,2019-01-18,2423.025
Flat,8990000,BMCHS,24.883046,67.064663,2,2,2019-01-18,1143.45
Flat,37500000,Gulshan-e-Iqbal Town,24.88217354,67.06730652,5,4,2019-01-18,2722.5
House,32000000,Bahria Town Karachi,24.998516,67.310472,6,4,2019-06-20,2722.5
House,250000000,DHA Defence,24.810265,67.043552,7,6,2019-06-21,10890.0
House,7500000,Gadap Town,25.004868,67.0411,2,3,2019-01-18,1306.8
House,140000000,Clifton,24.820432,67.029383,3,4,2019-01-18,5989.500000000001
House,15000000,Gadap Town,25.022481,67.129082,4,3,2019-06-14,2178.0
House,20000000,Gadap Town,25.015331,67.126094,6,6,2019-04-06,2178.0
House,9000000,Shahra-e-Faisal,24.866563,67.07997,4,4,2019-01-19,1306.8
House,110000000,DHA Defence,24.805045,67.064323,6,6,2019-01-19,5445.0
House,26000000,Gadap Town,25.022481,67.129082,3,3,2019-04-06,4356.0
Flat,3200000,North Nazimabad,24.964895,67.066877,2,3,2019-01-19,1089.0
Flat,13500000,M. A. Jinnah Road,24.855992,67.009472,3,3,2019-01-19,1579.05
Flat,1800000,Gulistan-e-Jauhar,24.907822,67.129209,1,1,2019-01-19,598.95
Flat,3500000,Nazimabad,24.916721,67.031622,2,2,2019-01-18,789.525
Flat,8000000,Gulshan-e-Iqbal Town,24.898465,67.0625,3,3,2019-02-03,1524.6
House,51000000,KDA Scheme 1,24.879857,67.090538,4,4,2019-06-05,2967.525
House,17000000,Gulshan-e-Iqbal Town,24.916643,67.096539,3,5,2019-01-18,871.2
House,122500000,DHA Defence,24.782215,67.074537,6,5,2019-06-21,5445.0
Flat,11000000,Nazimabad,24.900071,67.028369,3,3,2019-06-30,1524.6
Flat,2700000,Sindh Industrial Trading Estate (SITE),24.900451,67.013426,2,2,2019-06-30,789.525
House,14500000,Gulistan-e-Jauhar,24.926605,67.13039,6,6,2019-01-18,1306.8
House,75000000,Gulshan-e-Iqbal Town,24.934623,67.099164,6,11,2019-05-06,5445.0
Flat,11000000,Gulshan-e-Iqbal Town,24.934623,67.099164,3,3,2019-03-10,1470.15
Flat,10500000,Gulshan-e-Iqbal Town,24.8984642,67.0625,3,3,2019-01-18,1824.075
House,7500000,Gadap Town,25.022073,67.066469,3,2,2019-01-18,1361.25
House,70000000,DHA Defence,24.824093,67.061405,6,6,2019-06-27,5445.0
House,85000000,DHA Defence,24.824093,67.061405,5,5,2019-01-18,3267.0
Upper Portion,16000000,North Nazimabad,24.948943,67.045097,4,4,2019-01-18,3267.0
Flat,3500000,Lyari Town,24.870163,66.978922,3,3,2019-01-18,789.525
Flat,18500000,DHA Defence,24.80824,67.068222,3,3,2019-07-03,2450.25
House,4500000,New Karachi,24.99271,67.074494,3,4,2019-01-18,762.3
Upper Portion,8500000,Gulistan-e-Jauhar,24.916185,67.135196,2,2,2019-06-20,1089.0
Flat,11000000,DHA Defence,24.80824,67.068222,2,2,2019-05-04,1089.0
Flat,14500000,DHA Defence,24.832117,67.063637,3,3,2019-03-10,1687.95
Upper Portion,5950000,Federal B Area,24.932755,67.06582,2,3,2019-01-18,1306.8
House,120000000,Jamshed Town,24.871447,67.05857,6,6,2019-01-18,4356.0
House,57500000,Jamshed Town,24.864595,67.066126,6,5,2019-04-18,2722.5
House,68000000,Cantt,24.951049,67.186459,6,5,2019-01-18,5445.0
House,17000000,Malir,24.89321,67.195473,8,11,2019-01-18,2613.6
Flat,16500000,North Nazimabad,24.936063,67.036128,4,3,2019-04-09,2069.1
Flat,6600000,Malir,24.9052,67.187485,3,3,2019-01-18,1415.7
Flat,5500000,Scheme 33,24.938913,67.140593,2,2,2019-06-14,1143.45
Flat,11000000,Gulistan-e-Jauhar,24.926605,67.13039,3,3,2019-01-18,1742.4
Flat,17000000,North Nazimabad,24.936063,67.036128,4,3,2019-06-21,2069.1
House,36500000,DHA Defence,24.819653,67.077749,4,4,2019-05-06,1089.0
Flat,8500000,DHA Defence,24.808629,67.038095,2,2,2019-01-18,1442.925
Flat,3000000,Shahra-e-Faisal,24.866563,67.07997,1,2,2019-01-18,816.75
House,255000000,DHA Defence,24.79647351,67.05189848,8,7,2019-01-18,14701.500000000002
House,41000000,Gulshan-e-Iqbal Town,24.920535,67.08312,6,6,2019-01-18,2613.6
Flat,5500000,Garden West,24.873806,67.016224,2,2,2019-01-18,1116.225
Flat,1950000,Liaquatabad,24.903253,67.052279,2,2,2019-01-18,490.05
Flat,12000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-01-18,1824.075
House,49000000,Cantt,24.950266,67.216759,6,3,2019-01-18,3375.9
Flat,4200000,Saddar Town,24.861596,67.003727,4,4,2019-06-05,1442.925
House,18000000,North Karachi,24.972287,67.066298,6,8,2019-02-17,1306.8
Flat,9000000,Garden West,24.873806,67.01623,3,3,2019-01-18,2069.1
Flat,11500000,North Nazimabad,24.929369,67.045226,2,2,2019-06-05,1824.075
House,25500000,Gulshan-e-Iqbal Town,24.939604,67.095909,7,7,2019-01-18,2178.0
House,110000000,DHA Defence,24.805045,67.064323,5,5,2019-06-05,5445.0
Upper Portion,35000000,Shahra-e-Faisal,24.863952,67.075031,4,4,2019-06-05,3267.0
House,25000000,Gadap Town,25.017951,67.136393,5,4,2019-01-18,4519.35
Flat,9500000,Gulshan-e-Iqbal Town,24.88776,67.076926,2,3,2019-01-18,1579.05
Flat,5000000,Mehmoodabad,24.853864,67.075562,3,3,2019-06-05,1089.0
Flat,3500000,Mehmoodabad,24.853864,67.075562,2,2,2019-06-05,789.525
Flat,2700000,Mehmoodabad,24.853864,67.075562,2,2,2019-06-05,735.075
Flat,3200000,Mehmoodabad,24.853864,67.075562,2,2,2019-06-05,735.075
Flat,5500000,Jamshed Town,24.864595,67.066126,2,2,2019-06-05,843.975
Flat,4000000,Mehmoodabad,24.853864,67.075562,3,3,2019-06-05,1034.55
Flat,5000000,Jamshed Town,24.864595,67.066126,2,2,2019-06-05,843.975
Flat,8400000,DHA Defence,24.810265,67.043552,3,3,2019-05-06,1334.025
Upper Portion,8500000,Nazimabad,24.905355,67.036085,3,3,2019-01-18,1306.8
Flat,5500000,North Nazimabad,24.94474,67.0575,4,2,2019-07-03,1279.575
Flat,10000000,Gulistan-e-Jauhar,24.907822,67.129209,3,3,2019-01-17,2341.35
Flat,12500000,Gulistan-e-Jauhar,24.907822,67.129209,3,3,2019-01-17,2341.35
Flat,9500000,Gulistan-e-Jauhar,24.920384,67.129162,3,3,2019-01-17,1824.075
Flat,8500000,Gulistan-e-Jauhar,24.923142,67.134826,3,3,2019-01-17,1687.95
Flat,7000000,Gulistan-e-Jauhar,24.907822,67.129209,2,2,2019-01-17,1197.9
Flat,5000000,Gulistan-e-Jauhar,24.907822,67.129209,2,2,2019-01-17,1197.9
Flat,2800000,Gulistan-e-Jauhar,24.907822,67.129209,2,2,2019-01-17,843.975
Flat,7500000,Gulistan-e-Jauhar,24.923142,67.134826,3,3,2019-01-17,1442.925
Flat,5800000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-01-17,1143.45
House,17000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-01-17,2178.0
Flat,13000000,DHA Defence,24.791955,67.065082,2,2,2019-02-17,1143.45
House,24000000,Gadap Town,25.023415,67.138791,6,6,2019-06-07,2613.6
House,16000000,Gadap Town,25.023415,67.138791,3,3,2019-07-02,2613.6
Upper Portion,8500000,Nazimabad,24.91672134,67.03162384,3,3,2019-01-17,1415.7
Lower Portion,41000000,Jamshed Town,24.883438,67.033424,3,3,2019-07-03,4110.974999999999
House,45000000,Gulshan-e-Iqbal Town,24.92754,67.104406,6,6,2019-06-27,4356.0
Flat,12500000,DHA Defence,24.791955,67.065082,2,2,2019-01-18,1143.45
Flat,1650000,Gadap Town,25.051119,67.064581,1,1,2019-01-18,353.925
House,110000000,DHA Defence,24.821639,67.071691,6,6,2019-06-14,5445.0
House,125000000,DHA Defence,24.821639,67.071691,6,6,2019-06-14,5445.0
House,42000000,Gulshan-e-Iqbal Town,24.939604,67.09591,4,4,2019-01-18,4356.0
House,105000000,DHA Defence,24.821639,67.071691,6,6,2019-06-14,5445.0
House,112000000,Falcon Complex Faisal,24.865828,67.088388,5,5,2019-04-06,5445.0
House,69000000,DHA Defence,24.824093,67.061405,5,5,2019-03-10,3267.0
House,95000000,Cantt,24.899769,67.120412,4,4,2019-03-10,5445.0
Flat,38000000,Cantt,24.899769,67.120412,4,4,2019-01-18,3267.0
House,95000000,Naval Housing Scheme,24.838338,67.055746,5,5,2019-02-17,3811.5
Flat,3800000,Gadap Town,25.004868,67.041096,2,2,2019-01-18,789.525
Flat,8400000,DHA Defence,24.808629,67.038095,3,3,2019-01-18,1334.025
Flat,45000000,Clifton,24.813927,67.01261,4,4,2019-04-09,3811.5
House,130000000,Clifton,24.820432,67.029383,5,4,2019-04-06,5445.0
House,47500000,North Nazimabad,24.935635,67.05102,6,6,2019-01-18,3267.0
Flat,2500000,North Karachi,24.972287,67.066298,1,2,2019-01-18,653.4
Flat,7500000,University Road,24.92252,67.103269,4,3,2019-06-05,1742.4
Flat,17000000,Gulistan-e-Jauhar,24.926606,67.130384,5,4,2019-01-18,2178.0
Upper Portion,60000000,Scheme 33,24.938913,67.140593,4,4,2019-01-18,15790.5
Flat,6500000,Jinnah Avenue,24.901059,67.180904,2,2,2019-06-21,898.425
Flat,5500000,Nazimabad,24.916721,67.031624,2,2,2019-01-18,1334.025
Flat,6700000,North Nazimabad,24.948476,67.059474,2,2,2019-01-18,1388.475
House,9500000,Kemari Town,24.816965,66.983271,2,3,2019-01-18,871.2
Flat,15500000,North Nazimabad,24.935635,67.05102,3,3,2019-05-06,1824.075
Flat,6800000,Gulshan-e-Iqbal Town,24.911691,67.086039,2,2,2019-01-18,1034.55
Flat,8000000,M. A. Jinnah Road,24.855992,67.009472,2,2,2019-01-18,2178.0
House,95000000,DHA Defence,24.782215,67.074537,5,5,2019-02-05,5445.0
Flat,25000000,DHA Defence,24.805045,67.064323,4,3,2019-01-18,2178.0
Flat,7000000,Nazimabad,24.916721,67.031624,2,2,2019-01-18,1089.0
Flat,7000000,Gulshan-e-Iqbal Town,24.920535,67.08312,3,3,2019-06-07,1334.025
House,43000000,Gulistan-e-Jauhar,24.916185,67.135196,6,6,2019-05-06,4356.0
Lower Portion,21000000,Nazimabad,24.916331,67.035398,4,3,2019-04-09,3267.0
House,90000000,DHA Defence,24.810265,67.043552,6,5,2019-06-07,5445.0
Upper Portion,10500000,North Karachi,24.981857,67.060118,3,3,2019-01-18,1470.15
Flat,7000000,Gulistan-e-Jauhar,24.920965,67.122366,3,3,2019-01-18,1633.5
House,6000000,New Karachi,24.998194,67.072735,4,5,2019-01-18,871.2
Flat,1450000,Gulistan-e-Jauhar,24.904693,67.12281,1,1,2019-01-18,435.6
House,59000000,Malir,24.956491,67.219341,5,4,2019-05-06,3811.5
Flat,6300000,DHA Defence,24.779955,67.055179,2,2,2019-04-17,544.5
Flat,2700000,Shahra-e-Faisal,24.895468,67.177091,1,2,2019-01-18,653.4
Flat,12000000,DHA Defence,24.80824,67.068222,2,2,2019-01-18,1089.0
House,22000000,Pakistan Chowk,24.854217,67.012351,4,3,2019-01-18,2069.1
House,15000000,Bahria Town Karachi,25.00574,67.316385,5,4,2019-06-27,3811.5
House,12000000,North Karachi,24.981857,67.060118,4,4,2019-01-18,1089.0
House,12500000,Liaquatabad,24.903253,67.052279,2,3,2019-01-18,980.1
House,12000000,Korangi,24.82929356,67.11308498,4,4,2019-01-18,1306.8
Lower Portion,8200000,Lyari Town,24.860058,67.000335,3,4,2019-01-18,2069.1
Flat,18500000,Gulshan-e-Iqbal Town,24.896948,67.07196,3,3,2019-01-18,1742.4
House,12000000,Korangi,24.827127,67.114386,5,5,2019-01-18,1306.8
Flat,56000000,DHA Defence,24.752502,67.07402,4,3,2019-02-17,2967.525
Flat,8500000,DHA Defence,24.808629,67.038095,2,2,2019-04-09,1089.0
Flat,8000000,Gizri,24.820393,67.0468,2,2,2019-05-06,1524.6
House,30000000,DHA Defence,24.819653,67.077749,4,4,2019-07-04,1089.0
Flat,2300000,Mehmoodabad,24.853864,67.075562,2,2,2019-01-18,735.075
House,37500000,Gulistan-e-Jauhar,24.923999,67.13414,6,6,2019-05-06,2613.6
