property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft
House,2420000,Korangi,24.832078,67.129869,1,2,2019-06-27,435.6
Flat,3000000,Gadap Town,25.051119,67.064581,2,2,2019-06-27,1034.55
Flat,3500000,North Karachi,24.981857,67.060118,3,3,2019-06-27,843.975
Flat,3300000,North Karachi,24.981857,67.060118,3,3,2019-06-27,843.975
Flat,3000000,North Karachi,24.981857,67.060118,3,3,2019-06-27,843.975
Flat,3000000,North Karachi,24.981857,67.060118,3,3,2019-06-27,843.975
Flat,1800000,North Karachi,24.981857,67.060118,3,3,2019-06-27,490.05
Flat,5000000,North Karachi,24.981857,67.060118,2,4,2019-06-27,1089.0
Flat,4600000,North Karachi,24.981857,67.060118,2,4,2019-06-27,1089.0
Flat,3800000,North Karachi,24.981857,67.060118,3,3,2019-06-27,898.425
Flat,3600000,North Karachi,24.981857,67.060118,3,3,2019-06-27,898.425
House,8500000,North Karachi,24.972287,67.066298,4,4,2019-06-27,925.65
House,8800000,North Karachi,24.972287,67.066298,4,4,2019-06-27,925.65
House,15000000,North Karachi,24.972287,67.066298,4,4,2019-06-27,1388.475
House,6400000,North Karachi,24.972287,67.066298,4,4,2019-06-27,925.65
House,10000000,North Karachi,24.972287,67.066298,4,4,2019-06-27,1388.475
House,8200000,North Karachi,24.972287,67.066298,4,4,2019-06-27,925.65
House,8500000,North Karachi,24.972287,67.066298,4,4,2019-06-27,925.65
House,8800000,North Karachi,24.972287,67.066298,4,4,2019-06-27,925.65
House,8700000,North Karachi,24.972287,67.066298,4,4,2019-06-27,925.65
House,9000000,North Karachi,24.972287,67.066298,4,4,2019-06-27,925.65
House,15000000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-06-27,1633.5
Lower Portion,7500000,Federal B Area,24.92863,67.064466,2,2,2019-06-28,1306.8
Flat,4500000,Gulshan-e-Iqbal Town,24.914152,67.108169,2,2,2019-06-27,816.75
House,44000000,Gulistan-e-Jauhar,24.912026,67.130733,7,6,2019-06-27,3267.0
House,14000000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-06-27,1361.25
Flat,9900000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-06-27,2178.0
Flat,8100000,Bahria Town Karachi,24.894076,67.027715,2,2,2019-06-27,1306.8
House,28000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-06-27,2613.6
House,28000000,Gulistan-e-Jauhar,24.926606,67.130384,5,4,2019-06-27,2178.0
House,155000000,DHA Defence,24.805045,67.064323,6,5,2019-06-29,10890.0
House,32000000,Gulistan-e-Jauhar,24.926606,67.130384,6,6,2019-06-27,2395.8
House,17000000,Korangi,24.837608,67.139411,6,6,2019-06-27,1306.8
Flat,5000000,Scheme 33,24.938913,67.140593,1,1,2019-06-27,980.1
Upper Portion,6800000,Nazimabad,24.91493,67.026644,2,2,2019-06-28,1089.0
Upper Portion,19000000,North Nazimabad,24.941744,67.053638,3,3,2019-06-28,2178.0
Flat,5000000,North Nazimabad,24.933144,67.033167,2,2,2019-06-27,1089.0
Upper Portion,13500000,Gulistan-e-Jauhar,24.926606,67.130384,5,4,2019-06-27,3267.0
Upper Portion,2700000,Federal B Area,24.92863,67.064466,2,2,2019-07-02,707.85
House,16500000,North Karachi,24.970688,67.059021,4,4,2019-06-27,1306.8
Flat,30000000,Clifton,24.832545,67.035949,3,3,2019-06-27,2776.95
House,4400000,Malir,24.882302,67.184677,2,2,2019-06-27,871.2
House,12000000,Gulistan-e-Jauhar,24.920384,67.129162,3,3,2019-06-27,653.4
House,160000000,DHA Defence,24.782215,67.074537,7,6,2019-06-27,5445.0
Lower Portion,7500000,Gulistan-e-Jauhar,24.920408,67.139473,3,3,2019-06-28,2178.0
House,9300000,Korangi,24.832078,67.129869,3,6,2019-06-27,1361.25
Flat,8800000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-06-27,1633.5
Flat,23000000,DHA Defence,24.800643,67.064703,3,3,2019-06-27,2178.0
House,7500000,Mehmoodabad,24.853864,67.075562,2,3,2019-06-27,544.5
Flat,1150000,Bahria Town Karachi,24.894076,67.027715,2,2,2019-06-26,980.1
Flat,13400000,Bahria Town Karachi,24.894076,67.027715,3,2,2019-06-27,2722.5
Flat,3700000,North Karachi,24.981857,67.060118,2,2,2019-07-01,898.425
Upper Portion,7400000,Gulberg Town,24.916254,67.063501,3,3,2019-06-27,1306.8
House,5000000,Malir,24.876195,67.179966,2,2,2019-06-27,871.2
Flat,6300000,Bahria Town Karachi,24.894076,67.027715,2,2,2019-06-27,1143.45
House,13000000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-06-27,1361.25
House,13000000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-06-28,1361.25
House,13000000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-06-27,1361.25
House,13000000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-06-27,1361.25
House,13000000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-06-27,1361.25
House,13000000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-06-27,1361.25
House,13000000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-06-27,1361.25
House,13000000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-06-27,1361.25
Flat,10000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-06-27,1442.925
Flat,10000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-06-27,1442.925
Flat,9000000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-06-27,1197.9
Flat,9000000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-06-27,1197.9
Flat,8500000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-06-27,1279.575
Flat,8500000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-06-27,1279.575
Flat,8000000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-06-27,1143.45
Flat,8000000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-06-27,1143.45
Flat,4800000,Federal B Area,24.926606,67.067707,2,2,2019-06-27,1197.9
Flat,4200000,Garden West,24.873806,67.016224,2,2,2019-06-27,735.075
Flat,6800000,Shahrah-e-Pakistan,24.934436,67.072266,2,3,2019-06-27,871.2
House,40000000,Gulistan-e-Jauhar,24.939171,67.15611,10,10,2019-06-27,5445.0
House,8000000,Korangi,24.832078,67.129869,3,4,2019-06-27,1089.0
Flat,15000000,Scheme 33,24.94549777,67.14728946,3,6,2019-06-27,2178.0
Flat,7500000,DHA Defence,24.834337,67.055397,3,3,2019-06-29,1334.025
Flat,6000000,North Nazimabad,24.941744,67.053638,2,2,2019-06-27,843.975
Flat,4500000,North Nazimabad,24.941744,67.053638,2,2,2019-06-27,490.05
Flat,17000000,North Nazimabad,24.941744,67.053638,2,2,2019-06-27,1660.725
Lower Portion,17500000,North Nazimabad,24.935635,67.05102,3,3,2019-06-27,2613.6
Flat,9000000,North Nazimabad,24.935635,67.05102,2,2,2019-06-27,1197.9
Flat,9000000,North Nazimabad,24.941744,67.053638,2,2,2019-06-27,1197.9
House,30000000,North Nazimabad,24.935635,67.05102,6,6,2019-06-27,2531.925
Flat,6000000,North Nazimabad,24.941744,67.053638,2,2,2019-06-27,735.075
Flat,9000000,North Nazimabad,24.935635,67.05102,2,2,2019-06-27,1279.575
House,15000000,Bahria Town Karachi,25.140001,67.359238,4,4,2019-06-26,3811.5
Flat,6944000,Bahria Town Karachi,24.894076,67.027715,2,2,2019-06-26,1197.9
Flat,9478000,Bahria Town Karachi,24.894076,67.027715,2,2,2019-06-26,1633.5
Flat,8030000,Bahria Town Karachi,25.013015,67.314401,2,2,2019-06-26,1334.025
Flat,16000000,DHA Defence,24.832117,67.063637,3,3,2019-06-29,2178.0
Flat,17500000,North Nazimabad,24.935635,67.05102,2,2,2019-06-27,1932.975
House,50000000,North Nazimabad,24.961832,67.050476,6,6,2019-06-27,3267.0
House,90000000,North Nazimabad,24.929369,67.045226,6,6,2019-06-27,4356.0
Flat,7000000,North Nazimabad,24.941744,67.053638,2,2,2019-06-27,1089.0
Flat,8500000,North Nazimabad,24.929369,67.045226,2,2,2019-06-27,1143.45
Flat,11000000,North Nazimabad,24.941744,67.053638,2,2,2019-06-27,1143.45
Flat,18500000,North Nazimabad,24.942561,67.042007,2,2,2019-06-27,1932.975
House,34000000,North Nazimabad,24.935635,67.05102,6,6,2019-06-27,2613.6
House,29000000,North Nazimabad,24.935635,67.05102,6,6,2019-06-27,2613.6
Upper Portion,16000000,North Nazimabad,24.935635,67.05102,3,3,2019-06-27,2531.925
Upper Portion,21000000,North Nazimabad,24.935635,67.05102,3,3,2019-06-27,2531.925
Flat,14500000,Jamshed Town,24.883439,67.033424,3,3,2019-06-27,1932.975
Flat,5500000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-06-29,1143.45
Flat,5500000,Scheme 33,24.964585,67.125883,2,2,2019-06-28,1197.9
House,24000000,Scheme 33,24.957361,67.113078,8,7,2019-06-28,2178.0
House,11700000,Scheme 33,24.938913,67.140593,2,2,2019-06-28,1306.8
House,10800000,Gulistan-e-Jauhar,24.93591,67.152597,3,3,2019-06-29,1824.075
Flat,7500000,Scheme 33,24.938913,67.140593,3,3,2019-06-27,1334.025
House,14300000,Bahria Town Karachi,25.058062,67.306626,3,3,2019-06-27,2178.0
House,14500000,Bahria Town Karachi,25.006938,67.308037,3,3,2019-06-27,1660.725
House,21500000,Bahria Town Karachi,25.006938,67.308037,3,3,2019-06-27,2178.0
Flat,5600000,Bahria Town Karachi,25.013015,67.314401,2,2,2019-06-27,1143.45
House,12000000,Shah Faisal Town,24.880071,67.162514,4,2,2019-06-27,1306.8
House,15000000,Bahria Town Karachi,25.140001,67.359238,4,4,2019-06-27,3811.5
House,19800000,Bahria Town Karachi,25.006938,67.308037,3,3,2019-06-27,2178.0
Flat,8030000,Bahria Town Karachi,25.013015,67.314401,2,2,2019-06-27,1334.025
Flat,3500000,Mehmoodabad,24.854148,67.073705,2,2,2019-06-27,598.95
Flat,5000000,Jamshed Town,24.864595,67.066126,2,2,2019-06-27,898.425
House,18000000,Mehmoodabad,24.855101,67.077272,4,5,2019-06-27,1524.6
Flat,18500000,Gulshan-e-Iqbal Town,24.911726,67.098014,3,3,2019-06-28,2913.075
Flat,6500000,North Nazimabad,24.941744,67.053638,2,2,2019-07-02,843.975
Flat,6500000,North Nazimabad,24.955324,67.051063,2,2,2019-06-27,1334.025
House,42500000,North Nazimabad,24.948943,67.045097,6,6,2019-06-27,2178.0
House,29000000,North Nazimabad,24.941744,67.053638,6,6,2019-06-27,2531.925
House,250000000,North Nazimabad,24.925361,67.039089,6,6,2019-06-27,21780.0
House,70000000,North Nazimabad,24.942561,67.042007,6,6,2019-06-27,6534.0
Flat,19000000,Gulshan-e-Iqbal Town,24.911726,67.098014,3,3,2019-06-28,2913.075
Flat,19500000,Gulshan-e-Iqbal Town,24.911726,67.098014,3,3,2019-06-28,2913.075
Flat,18500000,Gulshan-e-Iqbal Town,24.911726,67.098014,3,3,2019-06-28,2831.4
Flat,10000000,Gulshan-e-Iqbal Town,24.911726,67.098014,3,3,2019-06-28,1442.925
House,23000000,Gulshan-e-Iqbal Town,24.934623,67.099164,6,6,2019-06-27,1306.8
Flat,2600000,Scheme 33,24.954046,67.112567,1,2,2019-06-27,843.975
Flat,5500000,Delhi Colony,24.831727,67.043931,2,2,2019-07-01,1089.0
Flat,4200000,Delhi Colony,24.831727,67.043931,2,2,2019-07-01,843.975
Flat,3500000,Delhi Colony,24.831727,67.043931,2,2,2019-07-01,762.3
Flat,5500000,Delhi Colony,24.831727,67.043931,2,2,2019-07-01,1143.45
Flat,5500000,Gadap Town,25.029909,67.137192,3,3,2019-06-27,1687.95
Flat,5500000,Gadap Town,25.029909,67.137192,3,3,2019-06-27,1687.95
House,10000000,Gadap Town,25.029909,67.137192,2,2,2019-06-27,1306.8
House,10000000,Gadap Town,25.029909,67.137192,2,2,2019-06-27,1306.8
House,27000000,Gadap Town,25.023415,67.138791,6,6,2019-06-27,2613.6
House,27100000,Gadap Town,25.023415,67.138791,6,6,2019-06-27,2613.6
House,27200000,Gadap Town,25.023415,67.138791,6,6,2019-06-27,2613.6
House,27000000,Gadap Town,25.023415,67.138791,6,6,2019-06-27,2613.6
House,27200000,Gadap Town,25.023415,67.138791,6,6,2019-06-27,2613.6
Flat,5200000,Bahria Town Karachi,24.894076,67.027715,2,2,2019-06-27,1143.45
House,40000000,North Nazimabad,24.942561,67.042007,6,6,2019-06-27,2178.0
House,40000000,North Nazimabad,24.936063,67.036128,6,6,2019-06-27,2178.0
House,51000000,North Nazimabad,24.932405,67.030249,6,6,2019-06-27,3267.0
Lower Portion,21000000,North Nazimabad,24.932405,67.030249,3,3,2019-06-27,2722.5
Upper Portion,21000000,North Nazimabad,24.932405,67.030249,3,3,2019-06-27,2722.5
House,52500000,North Nazimabad,24.935635,67.05102,6,6,2019-06-27,2613.6
House,80000000,North Nazimabad,24.935635,67.05102,6,6,2019-06-27,4356.0
House,80000000,North Nazimabad,24.929369,67.045226,6,6,2019-06-27,5989.500000000001
House,50000000,North Nazimabad,24.935635,67.05102,6,6,2019-06-27,4519.35
House,150000000,North Nazimabad,24.929369,67.045226,6,6,2019-06-27,16335.0
House,27500000,North Nazimabad,24.932405,67.030249,6,6,2019-06-27,2178.0
House,52500000,North Nazimabad,24.932405,67.030249,6,6,2019-06-27,3267.0
House,62000000,North Nazimabad,24.942561,67.042007,6,6,2019-06-27,6534.0
House,30000000,North Nazimabad,24.942561,67.042007,6,6,2019-06-27,2178.0
House,55000000,North Nazimabad,24.935635,67.05102,6,6,2019-06-27,2531.925
House,23500000,North Nazimabad,24.955324,67.051063,6,6,2019-06-27,2178.0
Lower Portion,18000000,North Nazimabad,24.935635,67.05102,3,3,2019-06-27,2531.925
House,7500000,Bagh-e-Korangi,24.858398,67.151549,3,2,2019-06-28,1306.8
House,27500000,Bagh-e-Korangi,24.858398,67.151549,8,7,2019-06-28,1524.6
Flat,6500000,North Karachi,24.962319,67.074319,3,3,2019-06-29,1524.6
Flat,2500000,North Karachi,24.962319,67.074319,1,1,2019-06-29,598.95
House,9000000,Bagh-e-Korangi,24.858398,67.151549,3,2,2019-06-28,871.2
House,7500000,Bagh-e-Korangi,24.858398,67.151549,3,2,2019-06-28,1306.8
House,27500000,Bagh-e-Korangi,24.858398,67.151549,8,7,2019-06-28,1524.6
House,9000000,Bagh-e-Korangi,24.858398,67.151549,3,2,2019-06-28,871.2
Flat,9700000,Gulistan-e-Jauhar,24.913179,67.121959,2,2,2019-06-28,1878.525
Penthouse,18000000,Gulistan-e-Jauhar,24.913179,67.121959,3,3,2019-06-28,3620.925
Penthouse,17500000,Gulistan-e-Jauhar,24.913179,67.121959,3,3,2019-06-28,3757.05
Flat,6600000,Gulshan-e-Iqbal Town,24.91746,67.087412,2,2,2019-06-28,1143.45
Flat,9700000,Gulistan-e-Jauhar,24.913179,67.121959,2,2,2019-06-28,1878.525
Penthouse,20000000,Gulistan-e-Jauhar,24.913179,67.121959,3,3,2019-06-28,3865.95
Flat,5500000,Gulshan-e-Iqbal Town,24.928318,67.092855,2,2,2019-06-29,871.2
Upper Portion,3200000,Liaquatabad,24.903253,67.052279,2,3,2019-06-29,871.2
House,16200000,Scheme 33,24.965776,67.120174,2,2,2019-06-29,1306.8
House,17500000,Scheme 33,24.965776,67.120174,2,2,2019-06-29,1306.8
Flat,2500000,Liaquatabad,24.903253,67.052279,1,1,2019-06-29,544.5
House,15800000,Scheme 33,24.965776,67.120174,2,2,2019-06-29,1306.8
Flat,2200000,Liaquatabad,24.903253,67.052279,1,2,2019-06-29,490.05
House,22500000,Scheme 33,24.954818,67.11663,3,3,2019-06-29,2178.0
House,18000000,Scheme 33,24.954834,67.117364,4,4,2019-06-29,1306.8
House,18000000,Scheme 33,24.938913,67.140593,3,3,2019-06-29,1361.25
Flat,2200000,Liaquatabad,24.903253,67.052279,1,2,2019-06-29,490.05
Flat,2500000,Liaquatabad,24.903253,67.052279,1,1,2019-06-29,544.5
Upper Portion,3200000,Liaquatabad,24.903253,67.052279,2,3,2019-06-29,871.2
Flat,5500000,Gulshan-e-Iqbal Town,24.928318,67.092855,2,2,2019-06-29,871.2
House,28000000,Scheme 33,24.964623,67.168558,6,6,2019-06-28,2613.6
House,27000000,Scheme 33,24.964623,67.168558,6,6,2019-06-28,2613.6
House,35000000,Gulistan-e-Jauhar,24.920384,67.129162,6,5,2019-06-27,2613.6
House,26500000,Scheme 33,24.964623,67.168558,6,6,2019-06-28,2613.6
House,25500000,Scheme 33,24.964623,67.168558,6,6,2019-06-28,2613.6
House,26000000,Scheme 33,24.964623,67.168558,6,6,2019-06-28,2613.6
Flat,15000000,Jamshed Town,24.883439,67.033424,2,2,2019-06-28,1089.0
Flat,11000000,Jamshed Town,24.847578,67.063808,2,2,2019-06-28,1143.45
Flat,23500000,Muslimabad Society,24.879255,67.049402,3,3,2019-06-28,1987.425
Flat,16500000,Jamshed Town,24.877151,67.034261,3,3,2019-06-28,1987.425
Flat,9000000,Amil Colony,24.884539,67.026494,2,2,2019-06-28,1143.45
Flat,9500000,Saddar Town,24.876626,67.018218,2,2,2019-06-28,1143.45
House,38000000,Scheme 33,24.964623,67.168558,6,6,2019-06-28,4356.0
House,13000000,Scheme 33,24.964623,67.168558,4,4,2019-06-28,1306.8
House,25000000,Scheme 33,24.964623,67.168558,6,6,2019-06-28,2613.6
House,10000000,Scheme 33,24.964623,67.168558,2,2,2019-06-28,1306.8
House,9500000,Scheme 33,24.964623,67.168558,2,2,2019-06-28,1306.8
Flat,24000000,DHA Defence,24.805045,67.064323,3,3,2019-06-30,2178.0
Flat,23000000,DHA Defence,24.805045,67.064323,3,3,2019-06-30,2178.0
House,20000000,Federal B Area,24.915164,67.055476,4,5,2019-06-27,1306.8
House,29000000,Federal B Area,24.915164,67.055476,4,5,2019-06-27,1306.8
House,19000000,Federal B Area,24.915164,67.055476,4,5,2019-06-27,1306.8
House,27000000,Federal B Area,24.915164,67.055476,4,5,2019-06-27,1306.8
Flat,3500000,Federal B Area,24.915164,67.055476,2,2,2019-06-27,762.3
Lower Portion,16500000,Gulshan-e-Iqbal Town,24.920535,67.08312,3,3,2019-06-27,2613.6
Flat,3700000,Federal B Area,24.915164,67.055476,2,2,2019-06-27,762.3
House,19500000,Federal B Area,24.915164,67.055476,4,5,2019-06-27,1306.8
House,27500000,Federal B Area,24.915164,67.055476,4,5,2019-06-27,1306.8
Flat,3700000,Federal B Area,24.915164,67.055476,2,2,2019-06-27,789.525
Flat,3500000,Federal B Area,24.915164,67.055476,2,2,2019-06-27,789.525
Lower Portion,8500000,Federal B Area,24.915164,67.055476,2,2,2019-06-27,1306.8
House,117500000,DHA Defence,24.821639,67.071691,5,5,2019-06-30,5445.0
House,28500000,Scheme 33,24.959382,67.121839,3,3,2019-06-27,2178.0
House,5200000,Gadap Town,25.022073,67.066469,2,2,2019-06-29,925.65
House,5200000,Gadap Town,25.022073,67.066469,2,2,2019-07-02,925.65
House,5200000,Gadap Town,25.028606,67.066212,3,3,2019-07-01,707.85
House,5200000,Gadap Town,25.028606,67.066212,3,3,2019-07-01,707.85
House,3900000,Gadap Town,25.067949,67.06844,3,3,2019-06-29,925.65
House,3900000,Gadap Town,25.067949,67.06844,3,3,2019-06-29,925.65
House,6800000,Gadap Town,25.013595,67.066727,3,2,2019-07-01,925.65
House,6800000,Gadap Town,25.013595,67.066727,3,2,2019-07-01,925.65
House,7100000,Gadap Town,25.036801,67.065561,3,2,2019-06-28,1361.25
House,7100000,Gadap Town,25.036801,67.065561,3,2,2019-06-28,1361.25
Flat,2700000,Gadap Town,25.016433,67.060102,2,2,2019-06-28,680.625
Flat,2700000,Gadap Town,25.016433,67.060102,2,2,2019-07-01,680.625
House,1700000,Gadap Town,25.04672,67.064409,2,2,2019-06-29,707.85
Flat,6500000,DHA Defence,24.805045,67.064323,2,2,2019-06-29,544.5
House,1700000,Gadap Town,25.04672,67.064409,2,2,2019-06-29,707.85
House,1700000,Gadap Town,25.04672,67.064409,2,2,2019-06-29,707.85
House,1700000,Gadap Town,25.04672,67.064409,2,2,2019-06-29,707.85
Flat,23500000,DHA Defence,24.810265,67.043552,4,4,2019-06-29,2668.05
House,1700000,Gadap Town,25.04672,67.064409,2,2,2019-06-29,707.85
House,1700000,Gadap Town,25.04672,67.064409,2,2,2019-07-01,707.85
Flat,5300000,DHA Defence,24.805045,67.064323,2,2,2019-06-29,544.5
Flat,6500000,DHA Defence,24.805045,67.064323,2,2,2019-06-29,544.5
Flat,6700000,DHA Defence,24.805045,67.064323,2,2,2019-06-29,544.5
Flat,5900000,DHA Defence,24.805045,67.064323,2,2,2019-06-29,544.5
Flat,13500000,DHA Defence,24.810265,67.043552,2,2,2019-06-29,1442.925
Flat,13700000,DHA Defence,24.810265,67.043552,2,2,2019-06-29,1442.925
House,5500000,North Karachi,24.966616,67.050978,2,2,2019-06-29,707.85
Flat,15000000,DHA Defence,24.805045,67.064323,3,3,2019-06-29,1388.475
House,5500000,North Karachi,24.966616,67.050978,2,2,2019-06-29,707.85
Flat,2000000,Gadap Town,25.028606,67.066212,1,2,2019-06-29,653.4
Flat,2000000,Gadap Town,25.028606,67.066212,1,2,2019-06-29,653.4
Flat,2000000,Gadap Town,25.028606,67.066212,1,2,2019-06-29,653.4
Flat,2000000,Gadap Town,25.028606,67.066212,1,2,2019-06-29,653.4
Flat,2000000,Gadap Town,25.028606,67.066212,1,2,2019-06-29,653.4
Flat,2000000,Gadap Town,25.028606,67.066212,1,2,2019-06-29,653.4
Flat,2000000,Gadap Town,25.028606,67.066212,1,2,2019-06-29,653.4
Flat,2000000,Gadap Town,25.028606,67.066212,1,2,2019-06-29,653.4
Flat,2000000,Gadap Town,25.028606,67.066212,1,2,2019-06-29,653.4
Flat,2000000,Gadap Town,25.028606,67.066212,1,2,2019-06-29,653.4
Flat,1600000,Gadap Town,25.028606,67.066212,1,1,2019-06-29,435.6
Flat,1600000,Gadap Town,25.028606,67.066212,1,1,2019-06-29,435.6
Flat,1600000,Gadap Town,25.028606,67.066212,1,1,2019-06-29,435.6
Flat,1600000,Gadap Town,25.028606,67.066212,1,1,2019-06-29,435.6
Flat,1600000,Gadap Town,25.028606,67.066212,1,1,2019-06-29,435.6
Flat,1600000,Gadap Town,25.028606,67.066212,1,1,2019-06-29,435.6
Flat,1600000,Gadap Town,25.028606,67.066212,1,1,2019-06-29,435.6
Flat,1600000,Gadap Town,25.028606,67.066212,1,1,2019-06-29,435.6
Flat,1600000,Gadap Town,25.028606,67.066212,1,1,2019-06-29,435.6
Flat,1600000,Gadap Town,25.028606,67.066212,1,1,2019-06-29,435.6
Flat,2800000,Mehmoodabad,24.855101,67.077272,2,2,2019-06-29,898.425
Flat,3800000,Mehmoodabad,24.855101,67.077272,3,3,2019-06-29,1932.975
Flat,4000000,Mehmoodabad,24.855101,67.077272,4,4,2019-06-29,2178.0
Flat,12500000,Jamshed Town,24.869111,67.060976,3,3,2019-06-29,2178.0
Flat,17500000,Jamshed Town,24.869111,67.060976,3,3,2019-06-29,2178.0
Flat,14000000,Jamshed Town,24.869111,67.060976,3,3,2019-06-29,2178.0
Flat,3500000,Gadap Town,25.016433,67.060102,2,2,2019-06-29,843.975
House,4500000,Gadap Town,25.022073,67.066469,2,2,2019-06-29,925.65
House,25000000,North Karachi,24.952935,67.066265,6,6,2019-06-29,1306.8
House,4500000,Gadap Town,25.022073,67.066469,2,2,2019-06-29,925.65
House,4500000,Gadap Town,25.022073,67.066469,2,2,2019-06-29,925.65
House,5200000,Gadap Town,25.022073,67.066469,2,2,2019-06-29,925.65
House,27000000,North Karachi,24.952935,67.066265,4,4,2019-06-29,1306.8
House,5200000,Gadap Town,25.022073,67.066469,2,2,2019-06-29,925.65
House,16000000,North Karachi,24.952935,67.066265,4,4,2019-06-29,1306.8
House,20000000,North Karachi,24.953829,67.062029,4,4,2019-06-29,1306.8
House,14500000,North Karachi,24.959785,67.07019,6,6,2019-06-29,1306.8
House,15000000,North Karachi,24.95747,67.064222,5,5,2019-06-29,1306.8
Upper Portion,10000000,Gulshan-e-Iqbal Town,24.939604,67.095909,3,3,2019-06-29,4356.0
House,22500000,Federal B Area,24.918394,67.066677,6,6,2019-06-29,1306.8
House,16000000,North Karachi,24.95747,67.064222,4,4,2019-06-29,1306.8
Flat,6000000,University Road,24.92252,67.103269,2,2,2019-06-29,1143.45
House,27000000,Scheme 33,24.965776,67.120174,6,6,2019-06-29,2613.6
House,24000000,Scheme 33,24.965776,67.120174,6,6,2019-06-29,2722.5
House,42500000,Liaquatabad,24.903253,67.052279,8,7,2019-06-29,3267.0
Flat,13500000,Gulshan-e-Iqbal Town,24.924038,67.087233,3,3,2019-06-29,1742.4
Flat,7000000,Gulshan-e-Iqbal Town,24.920535,67.08312,2,2,2019-06-29,1034.55
Flat,4300000,Liaquatabad,24.903253,67.052279,2,2,2019-06-29,1143.45
Flat,11500000,Gulistan-e-Jauhar,24.915748,67.119548,3,3,2019-06-29,1633.5
Flat,7000000,Liaquatabad,24.903253,67.052279,4,4,2019-06-29,1388.475
Flat,14000000,Gulistan-e-Jauhar,24.924636,67.141903,4,4,2019-06-29,3267.0
Flat,8800000,Gulistan-e-Jauhar,24.924636,67.141903,3,3,2019-06-29,2069.1
Flat,13000000,Gulistan-e-Jauhar,24.924636,67.141903,3,3,2019-06-29,2913.075
House,12500000,Malir,24.895741,67.184951,4,4,2019-06-29,1306.8
Flat,7500000,Gulistan-e-Jauhar,24.939171,67.15611,2,2,2019-06-29,1334.025
Flat,5200000,Scheme 33,24.938913,67.140593,3,2,2019-06-29,1089.0
Flat,5500000,Scheme 33,24.965776,67.120174,3,2,2019-06-29,1143.45
House,20000000,North Karachi,24.953829,67.062029,6,6,2019-06-29,1306.8
Flat,4000000,North Karachi,24.953829,67.062029,2,2,2019-06-29,871.2
Flat,3800000,North Karachi,24.953829,67.062029,2,2,2019-06-29,871.2
House,32500000,Scheme 33,24.962834,67.124126,4,4,2019-06-27,2178.0
Flat,7200000,North Karachi,24.953829,67.062029,2,2,2019-06-29,1089.0
House,81000000,DHA Defence,24.810265,67.043552,4,4,2019-06-28,5989.500000000001
Flat,4000000,North Karachi,24.953829,67.062029,2,2,2019-06-29,843.975
Upper Portion,5500000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,762.3
House,14500000,Bahria Town Karachi,25.058062,67.306626,3,3,2019-06-29,2178.0
Upper Portion,4800000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,653.4
Upper Portion,4800000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,653.4
Upper Portion,4800000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,653.4
Upper Portion,4800000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,653.4
Upper Portion,5000000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,653.4
Upper Portion,5000000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,653.4
Upper Portion,5000000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,653.4
Upper Portion,5000000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,653.4
Upper Portion,5000000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,653.4
Upper Portion,5200000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,762.3
Upper Portion,5200000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,762.3
Upper Portion,5200000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,762.3
Upper Portion,5200000,Federal B Area,24.92863,67.064466,2,2,2019-06-29,762.3
Lower Portion,19000000,Gulistan-e-Jauhar,24.926606,67.130384,4,3,2019-06-28,2613.6
