property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft,price_per_sqft,affordability_years,estimated_price_2026,affordability_years_2026,affordability_change,market_tier,price_per_marla,Month_Year
Lower Portion,7000000,Dastgir Colony,24.925717,67.077208,2,5,2019-07-17,1306.8,5356.596265687175,26.515151515151516,17017000.0,32.97868217054263,6.463530655391118,Other,1458333.3333333335,2019-07
Upper Portion,6200000,North Karachi,24.959785,67.07019,2,2,2019-07-17,1306.8,4744.413835322926,23.484848484848484,15072200.0,29.20968992248062,5.724841437632136,Middle Class,1291666.6666666667,2019-07
House,11000000,Bahria Town Karachi,25.058608,67.323455,4,4,2019-05-06,1361.25,8080.80808080808,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Upper Middle,2200000.0,2019-05
Flat,7500000,North Nazimabad,24.94474,67.0575,3,5,2019-07-17,1579.05,4749.691270067446,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Middle Class,1293103.448275862,2019-07
House,5300000,North Karachi,24.972286,67.0663,2,3,2019-07-17,871.2,6083.56290174472,20.075757575757574,12884300.0,24.969573643410854,4.89381606765328,Middle Class,1656250.0,2019-07
Flat,9200000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-07-17,1742.4,5280.073461891643,34.84848484848485,22365200.0,43.34341085271318,8.494926004228326,Middle Class,1437500.0,2019-07
House,14000000,Dastgir Colony,24.925717,67.077208,4,4,2019-07-17,1306.8,10713.19253137435,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Other,2916666.666666667,2019-07
Flat,12000000,Suparco Road,24.94504686,67.1335727,2,2,2019-07-17,1034.55,11599.246049006815,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Other,3157894.7368421056,2019-07
Flat,12000000,Gulshan-e-Iqbal Town,24.908308,67.07207,4,3,2019-07-17,2286.9,5247.277974550701,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Middle Class,1428571.4285714284,2019-07
Flat,4500000,Gulshan-e-Iqbal Town,24.898465,67.0625,2,2,2019-07-17,1061.775,4238.186056367874,17.045454545454547,10939500.0,21.200581395348838,4.155126849894291,Middle Class,1153846.1538461538,2019-07
Flat,4100000,DHA Defence,24.834337,67.055397,1,2,2019-07-17,735.075,5577.662143318708,15.530303030303031,9967100.0,19.316085271317828,3.7857822410147968,Elite,1518518.5185185184,2019-07
House,14000000,Dastgir Colony,24.925717,67.077208,4,4,2019-07-17,1306.8,10713.19253137435,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Other,2916666.666666667,2019-07
House,87500000,DHA Defence,24.824093,67.061405,3,3,2019-07-17,5445.0,16069.788797061525,331.43939393939394,212712500.0,412.2335271317829,80.79413319238898,Elite,4375000.0,2019-07
Upper Portion,20000000,Gulshan-e-Iqbal Town,24.90628,67.086254,2,4,2019-07-17,1442.925,13860.73427239808,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Middle Class,3773584.9056603773,2019-07
House,35000000,DHA Defence,24.821638,67.07169,4,4,2019-07-17,1089.0,32139.57759412305,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Elite,8750000.0,2019-07
Flat,5500000,Gulistan-e-Jauhar,24.920384,67.129162,3,2,2019-07-17,1089.0,5050.50505050505,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Middle Class,1375000.0,2019-07
Flat,5000000,Lyari Town,24.85763,66.998634,3,3,2019-07-17,898.425,5565.2948214931685,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Other,1515151.5151515151,2019-07
House,15000000,Malir,24.949582,67.150294,3,3,2019-07-17,1306.8,11478.42056932966,56.81818181818182,36465000.0,70.6686046511628,13.850422832980975,Affordable,3125000.0,2019-07
Flat,4300000,Abul Hassan Isphani Road,24.941817,67.098056,2,2,2019-07-17,871.2,4935.7208448117535,16.28787878787879,10453300.0,20.258333333333333,3.970454545454544,Other,1343750.0,2019-07
Flat,6500000,Gulistan-e-Jauhar,24.915748,67.119548,3,3,2019-07-17,1306.8,4973.98224670952,24.62121212121212,15801500.0,30.623062015503876,6.001849894291755,Middle Class,1354166.6666666667,2019-07
Flat,4300000,Abul Hassan Isphani Road,24.941817,67.098056,2,2,2019-07-17,871.2,4935.7208448117535,16.28787878787879,10453300.0,20.258333333333333,3.970454545454544,Other,1343750.0,2019-07
House,41500000,Gulistan-e-Jauhar,24.920687,67.116428,5,5,2019-07-17,2885.85,14380.51180761301,157.1969696969697,100886500.0,195.51647286821705,38.31950317124736,Middle Class,3915094.3396226414,2019-07
House,22500000,Scheme 33,24.947016,67.148223,6,6,2019-07-17,2178.0,10330.578512396694,85.22727272727273,54697500.0,106.00290697674419,20.77563424947145,Upper Middle,2812500.0,2019-07
House,8100000,Korangi,24.832078,67.129869,4,5,2019-07-17,1415.7,5721.55117609663,30.681818181818183,19691100.0,38.16104651162791,7.479228329809725,Affordable,1557692.3076923077,2019-07
Flat,2700000,Abul Hassan Isphani Road,24.94264159,67.09618405,2,2,2019-07-03,843.975,3199.1468941615567,10.227272727272727,6563700.0,12.720348837209302,2.4930761099365757,Other,870967.7419354839,2019-07
Flat,3500000,Gadap Town,25.022982,67.062485,2,2,2019-07-17,1089.0,3213.9577594123048,13.257575757575758,8508500.0,16.489341085271317,3.231765327695559,Affordable,875000.0,2019-07
House,74000000,Gulistan-e-Jauhar,24.91791534,67.12389374,6,6,2019-06-14,5989.500000000001,12354.954503714833,280.3030303030303,179894000.0,348.63178294573646,68.32875264270615,Middle Class,3363636.3636363633,2019-06
House,11000000,Liaquatabad,24.903253,67.052279,5,6,2019-07-17,980.1,11223.34455667789,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Affordable,3055555.5555555555,2019-07
House,85000000,Cantt,24.93436022,67.17823148,5,6,2019-07-17,5989.500000000001,14191.501794807578,321.969696969697,206635000.0,400.45542635658916,78.48572938689216,Elite,3863636.363636363,2019-07
Flat,4200000,Gulistan-e-Jauhar,24.924636,67.141903,2,2,2019-07-17,1034.55,4059.7361171523853,15.909090909090908,10210200.0,19.787209302325582,3.878118393234674,Middle Class,1105263.1578947369,2019-07
Flat,5500000,Gulberg Town,24.944546,67.07938,2,2,2019-07-17,1197.9,4591.368227731864,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Other,1250000.0,2019-07
House,27500000,Gulshan-e-Iqbal Town,24.895312,67.117238,5,5,2019-07-17,2613.6,10521.885521885522,104.16666666666667,66852500.0,129.55910852713177,25.392441860465098,Middle Class,2864583.3333333335,2019-07
Upper Portion,18000000,Jamshed Town,24.871447,67.058573,3,3,2019-07-17,2178.0,8264.462809917355,68.18181818181819,43758000.0,84.80232558139535,16.620507399577164,Middle Class,2250000.0,2019-07
Upper Portion,7000000,Gulshan-e-Iqbal Town,24.898465,67.0625,2,2,2019-07-17,1306.8,5356.596265687175,26.515151515151516,17017000.0,32.97868217054263,6.463530655391118,Middle Class,1458333.3333333335,2019-07
House,6800000,Shah Faisal Town,24.88539267,67.12816,7,5,2019-07-17,925.65,7346.189164370982,25.757575757575758,16530800.0,32.03643410852713,6.278858350951374,Other,2000000.0,2019-07
House,1600000,Lyari Expressway,24.894222,67.045655,3,2,2019-07-17,925.65,1728.5150974990547,6.0606060606060606,3889600.0,7.537984496124031,1.4773784355179709,Other,470588.23529411765,2019-07
House,135000000,Jamshed Town,24.871447,67.058573,6,8,2019-07-17,7622.999999999999,17709.563164108622,511.3636363636364,328185000.0,636.0174418604652,124.6538054968288,Middle Class,4821428.571428572,2019-07
Flat,3500000,North Nazimabad,24.925361,67.039089,2,2,2019-07-17,843.975,4147.042270209426,13.257575757575758,8508500.0,16.489341085271317,3.231765327695559,Middle Class,1129032.2580645161,2019-07
House,55000000,Gulshan-e-Iqbal Town,24.91746,67.087412,6,6,2019-07-17,2613.6,21043.771043771045,208.33333333333334,133705000.0,259.11821705426354,50.784883720930196,Middle Class,5729166.666666667,2019-07
Flat,3000000,Gulberg Town,24.928163,67.064295,2,3,2019-07-17,653.4,4591.368227731864,11.363636363636363,7293000.0,14.133720930232558,2.7700845665961946,Other,1250000.0,2019-07
Flat,8500000,Nazimabad,24.916331,67.035398,3,3,2019-07-17,1334.025,6371.694683382994,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1734693.8775510204,2019-07
Flat,20000000,KDA Scheme 1,24.879857,67.090538,3,3,2019-07-03,1932.975,10346.745301930961,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Other,2816901.4084507045,2019-07
Lower Portion,12000000,North Nazimabad,24.935635,67.05102,3,3,2019-07-17,1306.8,9182.736455463728,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Middle Class,2500000.0,2019-07
House,13500000,Korangi,24.81512193,67.11993936,3,2,2019-07-17,1361.25,9917.355371900827,51.13636363636363,32818500.0,63.60174418604651,12.465380549682877,Affordable,2700000.0,2019-07
House,8000000,Korangi,24.832078,67.129869,4,5,2019-07-17,1415.7,5650.914741823833,30.303030303030305,19448000.0,37.689922480620154,7.38689217758985,Affordable,1538461.5384615385,2019-07
Flat,24000000,Jamshed Town,24.880013,67.057285,3,3,2019-07-17,2178.0,11019.283746556473,90.9090909090909,58344000.0,113.06976744186046,22.160676532769557,Middle Class,3000000.0,2019-07
Flat,8500000,Saddar Town,24.86039,67.027794,2,2,2019-07-17,952.875,8920.372556736193,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,2428571.4285714286,2019-07
House,11000000,Bahria Town Karachi,25.058608,67.323455,4,4,2019-05-06,1361.25,8080.80808080808,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Upper Middle,2200000.0,2019-05
Flat,8000000,Nazimabad,24.91906314,67.03101307,3,3,2019-07-17,1442.925,5544.293708959232,30.303030303030305,19448000.0,37.689922480620154,7.38689217758985,Middle Class,1509433.962264151,2019-07
Flat,6000000,Federal B Area,24.950499,67.076547,3,3,2019-07-17,1197.9,5008.765339343851,22.727272727272727,14586000.0,28.267441860465116,5.540169133192389,Middle Class,1363636.3636363635,2019-07
Flat,5000000,Scheme 33,24.938913,67.140593,2,2,2019-07-17,1089.0,4591.368227731864,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Upper Middle,1250000.0,2019-07
House,11000000,Bin Qasim Town,24.860195,67.216158,4,4,2019-07-17,1306.8,8417.508417508418,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Other,2291666.666666667,2019-07
House,23500000,Gadap Town,25.017951,67.136393,7,6,2019-07-17,2613.6,8991.429445974902,89.01515151515152,57128500.0,110.7141472868217,21.698995771670184,Affordable,2447916.666666667,2019-07
Flat,45000000,Clifton,24.806292,67.030456,3,3,2019-07-17,3375.9,13329.778725673154,170.45454545454547,109395000.0,212.00581395348837,41.5512684989429,Elite,3629032.258064516,2019-07
House,22000000,Nazimabad,24.916721,67.031622,4,4,2019-07-17,1960.2,11223.34455667789,83.33333333333333,53482000.0,103.64728682170542,20.313953488372093,Middle Class,3055555.5555555555,2019-07
House,35000000,Gulshan-e-Iqbal Town,24.895312,67.117238,8,10,2019-07-17,2613.6,13391.490664217938,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Middle Class,3645833.3333333335,2019-07
Upper Portion,11500000,Nazimabad,24.91493,67.026644,4,3,2019-07-17,2341.35,4911.696243620134,43.56060606060606,27956500.0,54.179263565891475,10.618657505285412,Middle Class,1337209.3023255814,2019-07
House,9500000,New Karachi,24.986992,67.057028,3,6,2019-07-17,871.2,10904.499540863177,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Other,2968750.0,2019-07
House,15000000,Falaknaz Presidency,24.927051,67.173994,4,4,2019-07-17,1361.25,11019.283746556473,56.81818181818182,36465000.0,70.6686046511628,13.850422832980975,Other,3000000.0,2019-07
House,5000000,Korangi,24.82448273,67.14632392,1,3,2019-07-17,871.2,5739.2102846648295,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Affordable,1562500.0,2019-07
Flat,12500000,Gulshan-e-Iqbal Town,24.882174,67.067306,3,3,2019-07-17,1932.975,6466.715813706851,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Middle Class,1760563.3802816903,2019-07
Flat,18500000,DHA Defence,24.819653,67.077749,3,3,2019-07-17,2423.025,7635.084243868718,70.07575757575758,44973500.0,87.15794573643412,17.082188160676537,Elite,2078651.6853932582,2019-07
Flat,5500000,North Karachi,24.974388,67.068701,2,2,2019-07-17,1306.8,4208.754208754209,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Middle Class,1145833.3333333335,2019-07
Flat,9000000,DHA Defence,24.82928838,67.06493698,2,2,2019-07-17,1279.575,7033.58537014243,34.09090909090909,21879000.0,42.401162790697676,8.310253699788582,Elite,1914893.6170212766,2019-07
Flat,3100000,Gulshan-e-Iqbal Town,24.93745394,67.09816352,2,2,2019-07-03,898.425,3450.4827893257648,11.742424242424242,7536100.0,14.60484496124031,2.862420718816068,Middle Class,939393.9393939395,2019-07
Lower Portion,34500000,Jamshed Town,24.871447,67.058573,4,4,2019-07-04,2722.5,12672.176308539945,130.6818181818182,83869500.0,162.5377906976744,31.855972515856223,Middle Class,3450000.0,2019-07
Upper Portion,45000000,Jamshed Town,24.871447,67.058573,5,4,2019-07-04,3811.5,11806.37544273908,170.45454545454547,109395000.0,212.00581395348837,41.5512684989429,Middle Class,3214285.714285714,2019-07
Flat,5500000,Sakhi Hassan Chowrangi,24.954203,67.057675,3,3,2019-07-17,1252.35,4391.743522178305,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Other,1195652.1739130435,2019-07
Flat,17000000,DHA Defence,24.832117,67.063637,3,3,2019-07-17,2178.0,7805.325987144169,64.39393939393939,41327000.0,80.09108527131782,15.697145877378432,Elite,2125000.0,2019-07
Flat,2800000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-07-17,1170.675,2391.782518632413,10.606060606060606,6806800.0,13.191472868217055,2.5854122621564493,Middle Class,651162.7906976745,2019-07
Flat,5000000,Gulshan-e-Iqbal Town,24.920535,67.08312,2,2,2019-07-17,980.1,5101.5202530354045,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,1388888.8888888888,2019-07
Flat,14500000,DHA Defence,24.791955,67.065082,3,3,2019-07-17,1388.475,10443.112047390123,54.92424242424242,35249500.0,68.31298449612403,13.388742071881609,Elite,2843137.254901961,2019-07
Flat,6900000,Gulshan-e-Iqbal Town,24.898465,67.0625,3,3,2019-07-17,1279.575,5392.41545044253,26.136363636363637,16773900.0,32.507558139534886,6.37119450317125,Middle Class,1468085.1063829786,2019-07
Flat,16000000,Shaheed Millat Road,24.876976,67.06924,3,3,2019-07-17,2178.0,7346.189164370982,60.60606060606061,38896000.0,75.37984496124031,14.7737843551797,Other,2000000.0,2019-07
Flat,3300000,North Karachi,24.962318,67.07432,2,2,2019-07-17,925.65,3565.0623885918003,12.5,8022300.0,15.547093023255814,3.0470930232558135,Middle Class,970588.2352941177,2019-07
House,7200000,Nazimabad,24.916721,67.031622,4,4,2019-07-17,707.85,10171.646535282898,27.272727272727273,17503200.0,33.92093023255814,6.6482029598308685,Middle Class,2769230.769230769,2019-07
Flat,5000000,Nishtar Road (Lawrence Road),24.885121,67.030018,3,3,2019-07-17,1388.475,3601.0731197896976,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Other,980392.1568627452,2019-07
Flat,35000000,Bath Island,24.83682923,67.03222275,3,3,2019-07-17,1878.525,18631.63918499887,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Elite,5072463.768115941,2019-07
Flat,35000000,Bath Island,24.8369266,67.03200817,3,3,2019-07-17,1878.525,18631.63918499887,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Elite,5072463.768115941,2019-07
House,3000000,Gadap Town,25.036072,67.065954,3,3,2019-07-17,707.85,4238.186056367875,11.363636363636363,7293000.0,14.133720930232558,2.7700845665961946,Affordable,1153846.1538461538,2019-07
House,14000000,North Nazimabad,24.961832,67.050476,6,6,2019-07-17,1306.8,10713.19253137435,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Middle Class,2916666.666666667,2019-07
Flat,42000000,Cantt,24.899769,67.120412,5,3,2019-07-17,3620.925,11599.246049006813,159.0909090909091,102102000.0,197.87209302325581,38.78118393234672,Elite,3157894.736842105,2019-07
Flat,8000000,DHA Defence,24.810265,67.043552,2,2,2018-09-20,1089.0,7346.189164370982,30.303030303030305,19448000.0,37.689922480620154,7.38689217758985,Elite,2000000.0,2018-09
House,28500000,DHA Defence,24.819653,67.077749,6,6,2019-06-21,1089.0,26170.798898071625,107.95454545454545,69283500.0,134.2703488372093,26.315803382663844,Elite,7125000.0,2019-06
House,38500000,DHA Defence,24.819653,67.077749,4,4,2019-02-17,1089.0,35353.53535353536,145.83333333333334,93593500.0,181.3827519379845,35.54941860465115,Elite,9625000.0,2019-02
House,4150000,Naval Colony,24.941298,66.93869,1,2,2019-07-17,653.4,6351.392715029079,15.719696969696969,10088650.0,19.551647286821705,3.831950317124736,Other,1729166.6666666667,2019-07
House,12500000,Bin Qasim Town,24.860195,67.216158,8,5,2019-07-17,1306.8,9565.350474441384,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,2604166.666666667,2019-07
Flat,3500000,Jamshed Town,24.877069,67.033277,2,2,2019-07-17,735.075,4761.418902833044,13.257575757575758,8508500.0,16.489341085271317,3.231765327695559,Middle Class,1296296.2962962962,2019-07
House,2700000,Gadap Town,25.036072,67.065954,3,5,2019-07-17,925.65,2916.869227029655,10.227272727272727,6563700.0,12.720348837209302,2.4930761099365757,Affordable,794117.6470588235,2019-07
Flat,6000000,Gulistan-e-Jauhar,24.93591,67.152596,3,3,2019-07-17,1579.05,3799.753016053957,22.727272727272727,14586000.0,28.267441860465116,5.540169133192389,Middle Class,1034482.7586206897,2019-07
House,4500000,New Karachi,25.003328,67.07162,3,4,2019-07-17,707.85,6357.279084551812,17.045454545454547,10939500.0,21.200581395348838,4.155126849894291,Other,1730769.2307692308,2019-07
Flat,3500000,Federal B Area,24.92219252,67.07618114,2,2,2019-07-17,871.2,4017.4471992653807,13.257575757575758,8508500.0,16.489341085271317,3.231765327695559,Middle Class,1093750.0,2019-07
Lower Portion,8500000,Nazimabad,24.905355,67.036085,3,5,2019-07-17,1170.675,7260.768360134111,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1976744.1860465116,2019-07
House,35000000,North Karachi,24.981857,67.060118,7,7,2019-07-17,2613.6,13391.490664217938,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Middle Class,3645833.3333333335,2019-07
Flat,13000000,North Nazimabad,24.929369,67.04523,3,3,2019-06-07,1932.975,6725.384446255125,49.24242424242424,31603000.0,61.24612403100775,12.00369978858351,Middle Class,1830985.915492958,2019-06
Flat,5500000,Nishtar Road (Lawrence Road),24.87351519,67.01739516,2,3,2019-07-17,1388.475,3961.1804317686674,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Other,1078431.3725490198,2019-07
