property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft,price_per_sqft,affordability_years,estimated_price_2026,affordability_years_2026,affordability_change,market_tier,price_per_marla,Month_Year
House,21000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-05-06,2178.0,9641.873278236915,79.54545454545455,51051000.0,98.93604651162791,19.39059196617336,Upper Middle,2625000.0,2019-05
House,21500000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-05-05,2178.0,9871.441689623507,81.43939393939394,52266500.0,101.29166666666667,19.852272727272734,Upper Middle,2687500.0,2019-05
House,22000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-05-06,2178.0,10101.0101010101,83.33333333333333,53482000.0,103.64728682170542,20.313953488372093,Upper Middle,2750000.0,2019-05
House,22500000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-05-06,2178.0,10330.578512396694,85.22727272727273,54697500.0,106.00290697674419,20.77563424947145,Upper Middle,2812500.0,2019-05
House,23000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-05-06,2178.0,10560.146923783288,87.12121212121212,55913000.0,108.35852713178295,21.237315010570825,Upper Middle,2875000.0,2019-05
Flat,6150000,Bahria Town Karachi,25.013015,67.314401,2,2,2019-06-27,1143.45,5378.459923914469,23.295454545454547,14950650.0,28.974127906976744,5.678673361522197,Upper Middle,1464285.7142857143,2019-06
House,17500000,Bahria Town Karachi,25.00574,67.316385,3,3,2019-06-27,3811.5,4591.368227731864,66.28787878787878,42542500.0,82.44670542635659,16.158826638477805,Upper Middle,1250000.0,2019-06
House,35000000,Gulistan-e-Jauhar,24.926606,67.130384,6,6,2019-05-06,2613.6,13391.490664217938,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Middle Class,3645833.3333333335,2019-05
Flat,11200000,DHA Defence,24.824093,67.061405,3,3,2019-05-06,1497.375,7479.756240086818,42.42424242424242,27227200.0,52.76589147286822,10.341649048625797,Elite,2036363.6363636365,2019-05
Flat,3050000,Gadap Town,25.036072,67.065954,2,2,2019-06-05,653.4,4667.891031527395,11.553030303030303,7414550.0,14.369282945736433,2.8162526427061305,Affordable,1270833.3333333335,2019-06
Flat,2900000,Gadap Town,25.036072,67.065954,2,2,2019-06-05,653.4,4438.322620140802,10.984848484848484,7049900.0,13.662596899224805,2.677748414376321,Affordable,1208333.3333333335,2019-06
House,45000000,DHA Defence,24.782215,67.074537,4,3,2019-05-06,1089.0,41322.31404958678,170.45454545454547,109395000.0,212.00581395348837,41.5512684989429,Elite,11250000.0,2019-05
House,31000000,Gulistan-e-Jauhar,24.920384,67.129162,3,3,2019-05-06,2613.6,11861.034588307317,117.42424242424242,75361000.0,146.0484496124031,28.624207188160668,Middle Class,3229166.666666667,2019-05
House,31500000,Gulistan-e-Jauhar,24.920384,67.129162,3,3,2019-05-06,2504.7,12576.356449874238,119.31818181818181,76576500.0,148.40406976744185,29.08588794926004,Middle Class,3423913.043478261,2019-05
Lower Portion,16500000,North Nazimabad,24.941744,67.053638,3,3,2019-05-06,2776.95,5941.770647653001,62.5,40111500.0,77.73546511627907,15.235465116279073,Middle Class,1617647.0588235296,2019-05
Upper Portion,13000000,North Nazimabad,24.941744,67.053638,3,3,2019-05-06,1633.5,7958.371594735231,49.24242424242424,31603000.0,61.24612403100775,12.00369978858351,Middle Class,2166666.6666666665,2019-05
Upper Portion,12000000,North Nazimabad,24.935635,67.05102,3,3,2019-05-06,1851.3,6481.931615621455,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Middle Class,1764705.8823529412,2019-05
Flat,11500000,North Nazimabad,24.935635,67.05102,2,2,2019-05-06,1932.975,5949.378548610303,43.56060606060606,27956500.0,54.179263565891475,10.618657505285412,Middle Class,1619718.309859155,2019-05
Flat,9500000,North Nazimabad,24.935635,67.05102,2,2,2019-05-06,1633.5,5815.733088460362,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Middle Class,1583333.3333333333,2019-05
Upper Portion,3800000,Federal B Area,24.929408,67.08071,2,2,2019-05-06,816.75,4652.586470768289,14.393939393939394,9237800.0,17.902713178294572,3.508773784355178,Middle Class,1266666.6666666667,2019-05
House,27000000,Federal B Area,24.931276,67.074873,4,5,2019-05-06,1306.8,20661.15702479339,102.27272727272727,65637000.0,127.20348837209302,24.930761099365753,Middle Class,5625000.0,2019-05
House,85000000,Baloch Colony,24.867372,67.082591,5,6,2019-05-06,5445.0,15610.651974288337,321.969696969697,206635000.0,400.45542635658916,78.48572938689216,Other,4250000.0,2019-05
Flat,37500000,Khalid Bin Walid Road,24.874922,67.057322,3,3,2019-05-06,2913.075,12872.995031023918,142.04545454545453,91162500.0,176.67151162790697,34.626057082452434,Other,3504672.897196262,2019-05
Lower Portion,7500000,Scheme 33,24.938913,67.140593,2,3,2019-07-04,1579.05,4749.691270067446,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Upper Middle,1293103.448275862,2019-07
Upper Portion,7800000,Scheme 33,24.938913,67.140593,2,3,2019-07-04,1633.5,4775.022956841139,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Upper Middle,1300000.0,2019-07
Flat,17500000,DHA Defence,24.810265,67.043552,4,4,2019-06-14,2096.3250000000003,8347.942232239751,66.28787878787878,42542500.0,82.44670542635659,16.158826638477805,Elite,2272727.2727272725,2019-06
House,17000000,North Karachi,24.95747,67.064222,5,5,2019-05-06,1306.8,13008.876645240282,64.39393939393939,41327000.0,80.09108527131782,15.697145877378432,Middle Class,3541666.666666667,2019-05
House,18000000,Scheme 33,24.965776,67.120174,6,6,2019-06-19,1306.8,13774.104683195592,68.18181818181819,43758000.0,84.80232558139535,16.620507399577164,Upper Middle,3750000.0,2019-06
House,70000000,Cantt,24.950266,67.216759,6,6,2019-05-06,5227.2,13391.490664217938,265.1515151515151,170170000.0,329.78682170542635,64.63530655391122,Elite,3645833.3333333335,2019-05
Flat,12000000,DHA Defence,24.801072,67.036729,3,3,2019-06-05,1442.925,8316.440563438848,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Elite,2264150.9433962265,2019-06
Upper Portion,6500000,North Karachi,24.961072,67.066499,2,2,2019-05-06,1306.8,4973.98224670952,24.62121212121212,15801500.0,30.623062015503876,6.001849894291755,Middle Class,1354166.6666666667,2019-05
Upper Portion,11000000,Shah Faisal Town,24.879857,67.169895,3,3,2019-05-06,2178.0,5050.50505050505,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Other,1375000.0,2019-05
Upper Portion,6300000,Shahra-e-Faisal,24.895468,67.177091,3,3,2019-05-06,1579.05,3989.7406668566546,23.863636363636363,15315300.0,29.68081395348837,5.817177589852008,Other,1086206.896551724,2019-05
Lower Portion,2500000,North Karachi,24.957127,67.073616,2,2,2019-05-06,707.85,3531.8217136398953,9.469696969696969,6077500.0,11.7781007751938,2.3084038054968303,Middle Class,961538.4615384615,2019-05
Flat,7000000,Gulistan-e-Jauhar,24.923142,67.134826,3,3,2019-05-06,1524.6,4591.368227731864,26.515151515151516,17017000.0,32.97868217054263,6.463530655391118,Middle Class,1250000.0,2019-05
Flat,8600000,Gulistan-e-Jauhar,24.924636,67.141903,3,3,2019-05-06,2069.1,4156.396500894109,32.57575757575758,20906600.0,40.516666666666666,7.940909090909088,Middle Class,1131578.9473684211,2019-05
House,25000000,North Karachi,24.952873,67.066119,9,6,2019-06-05,1524.6,16397.743670470943,94.6969696969697,60775000.0,117.78100775193798,23.084038054968275,Middle Class,4464285.714285715,2019-06
Flat,12500000,Malir,24.943317,67.179783,2,2,2019-06-05,1579.05,7916.152116779076,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Affordable,2155172.4137931033,2019-06
Flat,14800000,Gulshan-e-Iqbal Town,24.91746,67.087412,3,3,2019-05-06,2613.6,5662.687480869299,56.06060606060606,35978800.0,69.72635658914729,13.665750528541224,Middle Class,1541666.6666666667,2019-05
House,30000000,Gulistan-e-Jauhar,24.920965,67.122366,6,6,2019-05-06,2613.6,11478.42056932966,113.63636363636364,72930000.0,141.3372093023256,27.70084566596195,Middle Class,3125000.0,2019-05
Flat,16000000,DHA Defence,24.800643,67.064703,3,2,2019-05-06,1225.125,13059.891847770636,60.60606060606061,38896000.0,75.37984496124031,14.7737843551797,Elite,3555555.5555555555,2019-05
Flat,5500000,Jamshed Town,24.839945,67.074065,2,2,2019-07-02,952.875,5772.005772005772,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Middle Class,1571428.5714285714,2019-07
Flat,7000000,DHA Defence,24.798481,67.045716,2,2,2019-07-01,653.4,10713.19253137435,26.515151515151516,17017000.0,32.97868217054263,6.463530655391118,Elite,2916666.666666667,2019-07
Flat,5500000,Jamshed Town,24.839945,67.074065,2,2,2019-07-02,1034.55,5316.32110579479,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Middle Class,1447368.4210526317,2019-07
Flat,5000000,Scheme 33,24.938913,67.140593,2,2,2019-06-16,1334.025,3748.055696107644,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Upper Middle,1020408.163265306,2019-06
Flat,5500000,Mehmoodabad,24.851874,67.068437,2,3,2019-05-06,871.2,6313.131313131313,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Other,1718750.0,2019-05
House,5800000,Orangi Town,24.950888,66.974201,5,8,2019-05-06,1905.75,3043.4212252394072,21.96969696969697,14099800.0,27.32519379844961,5.355496828752642,Affordable,828571.4285714285,2019-05
House,4250000,Malir,24.89321,67.195473,4,4,2019-05-06,871.2,4878.328741965105,16.098484848484848,10331750.0,20.022771317829456,3.924286469344608,Affordable,1328125.0,2019-05
House,6800000,Orangi Town,24.950888,66.974201,3,3,2019-05-06,1306.8,5203.550658096113,25.757575757575758,16530800.0,32.03643410852713,6.278858350951374,Affordable,1416666.6666666667,2019-05
Flat,2700000,Scheme 33,24.938913,67.140593,2,2,2019-07-01,789.525,3419.777714448561,10.227272727272727,6563700.0,12.720348837209302,2.4930761099365757,Upper Middle,931034.4827586208,2019-07
Flat,2700000,Scheme 33,24.938913,67.140593,2,2,2019-07-01,789.525,3419.777714448561,10.227272727272727,6563700.0,12.720348837209302,2.4930761099365757,Upper Middle,931034.4827586208,2019-07
Upper Portion,6800000,North Karachi,24.953829,67.062029,2,3,2019-05-06,1306.8,5203.550658096113,25.757575757575758,16530800.0,32.03643410852713,6.278858350951374,Middle Class,1416666.6666666667,2019-05
Upper Portion,9500000,Nazimabad,24.91493,67.026644,3,3,2019-05-06,1905.75,4984.914075823167,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Middle Class,1357142.857142857,2019-05
House,5500000,Nazimabad,24.916721,67.031622,2,6,2019-05-06,653.4,8417.508417508418,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Middle Class,2291666.666666667,2019-05
Flat,9500000,Nazimabad,24.91493,67.026644,3,3,2019-05-06,1579.05,6016.275608752098,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Middle Class,1637931.0344827587,2019-05
Flat,7500000,Nazimabad,24.91493,67.026644,2,2,2019-05-06,1197.9,6260.956674179814,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Middle Class,1704545.4545454544,2019-05
Lower Portion,8500000,Nazimabad,24.906134,67.023983,3,3,2019-05-06,1442.925,5890.812065769184,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1603773.5849056605,2019-05
Upper Portion,8300000,North Nazimabad,24.952231,67.042321,3,3,2019-07-01,1361.25,6097.337006427915,31.439393939393938,20177300.0,39.10329457364341,7.663900634249472,Middle Class,1660000.0,2019-07
Upper Portion,6200000,Nazimabad,24.91493,67.026644,2,2,2019-05-06,1197.9,5175.7241839886465,23.484848484848484,15072200.0,29.20968992248062,5.724841437632136,Middle Class,1409090.909090909,2019-05
Flat,9500000,Nazimabad,24.906134,67.023983,3,3,2019-05-06,1579.05,6016.275608752098,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Middle Class,1637931.0344827587,2019-05
Upper Portion,8500000,Nazimabad,24.91493,67.026644,3,3,2019-07-01,1633.5,5203.550658096113,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1416666.6666666667,2019-07
Flat,5500000,Nazimabad,24.905355,67.036085,2,2,2019-05-06,1197.9,4591.368227731864,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Middle Class,1250000.0,2019-05
House,6600000,Bahria Town Karachi,24.894076,67.027715,3,3,2019-05-06,2178.0,3030.3030303030305,25.0,16044600.0,31.094186046511627,6.094186046511627,Upper Middle,825000.0,2019-05
Penthouse,5800000,Nazimabad,24.91964,67.023125,3,3,2019-05-06,1633.5,3550.6580961126415,21.96969696969697,14099800.0,27.32519379844961,5.355496828752642,Middle Class,966666.6666666666,2019-05
Flat,6000000,Nazimabad,24.906134,67.023983,2,2,2019-05-06,1197.9,5008.765339343851,22.727272727272727,14586000.0,28.267441860465116,5.540169133192389,Middle Class,1363636.3636363635,2019-05
Flat,7000000,Bahria Town Karachi,24.894076,67.027715,2,2,2019-06-05,1143.45,6121.824303642486,26.515151515151516,17017000.0,32.97868217054263,6.463530655391118,Upper Middle,1666666.6666666665,2019-06
Flat,3500000,North Nazimabad,24.961242,67.056011,2,2,2019-05-06,1089.0,3213.9577594123048,13.257575757575758,8508500.0,16.489341085271317,3.231765327695559,Middle Class,875000.0,2019-05
House,55000000,Gulshan-e-Iqbal Town,24.923765,67.09852,6,6,2019-05-06,4356.0,12626.262626262625,208.33333333333334,133705000.0,259.11821705426354,50.784883720930196,Middle Class,3437500.0,2019-05
House,8500000,North Karachi,24.969758,67.072692,3,4,2019-05-06,898.425,9461.001196538387,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,2575757.5757575757,2019-05
Lower Portion,7400000,Nazimabad,24.906134,67.023983,3,3,2019-05-06,1197.9,6177.477251857416,28.03030303030303,17989400.0,34.86317829457364,6.832875264270612,Middle Class,1681818.1818181816,2019-05
Lower Portion,8000000,Federal B Area,24.918394,67.066677,2,2,2019-05-06,1306.8,6121.824303642486,30.303030303030305,19448000.0,37.689922480620154,7.38689217758985,Middle Class,1666666.6666666667,2019-05
House,21500000,Gulshan-e-Iqbal Town,24.916643,67.096539,6,6,2019-05-06,1306.8,16452.40281603918,81.43939393939394,52266500.0,101.29166666666667,19.852272727272734,Middle Class,4479166.666666667,2019-05
Upper Portion,25000000,Jamshed Town,24.864595,67.066126,4,4,2019-05-06,3267.0,7652.280379553107,94.6969696969697,60775000.0,117.78100775193798,23.084038054968275,Middle Class,2083333.3333333333,2019-05
Lower Portion,35000000,Jamshed Town,24.864595,67.066126,6,6,2019-05-06,4628.25,7562.253551558364,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Middle Class,2058823.5294117648,2019-05
House,101500000,Gulshan-e-Iqbal Town,24.923765,67.09852,6,6,2019-05-06,6534.0,15534.129170492806,384.469696969697,246746500.0,478.1908914728682,93.7211945031712,Middle Class,4229166.666666667,2019-05
Flat,2800000,Gadap Town,25.016433,67.060102,2,2,2019-05-06,898.425,3116.5651000361745,10.606060606060606,6806800.0,13.191472868217055,2.5854122621564493,Affordable,848484.8484848485,2019-05
House,40000000,Gulistan-e-Jauhar,24.923999,67.13414,7,7,2019-05-06,5009.4,7984.988222142373,151.5151515151515,97240000.0,188.4496124031008,36.934460887949285,Middle Class,2173913.043478261,2019-05
Flat,8500000,Nazimabad,24.900071,67.028369,2,2,2019-05-06,1361.25,6244.260789715335,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1700000.0,2019-05
Upper Portion,7800000,Malir,24.892198,67.173829,3,2,2019-05-06,1306.8,5968.778696051423,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Affordable,1625000.0,2019-05
House,110000000,DHA Defence,24.821639,67.071691,5,5,2019-05-06,6534.0,16835.016835016835,416.6666666666667,267410000.0,518.2364341085271,101.56976744186039,Elite,4583333.333333333,2019-05
Flat,6000000,Gulshan-e-Iqbal Town,24.898465,67.0625,2,2,2019-05-06,1334.025,4497.6668353291725,22.727272727272727,14586000.0,28.267441860465116,5.540169133192389,Middle Class,1224489.7959183673,2019-05
Flat,7500000,Gulshan-e-Iqbal Town,24.914152,67.108169,3,3,2019-05-06,1442.925,5197.7753521492805,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Middle Class,1415094.3396226414,2019-05
Flat,8700000,Aisha Manzil,24.927498,67.064165,2,3,2019-07-01,1334.025,6521.6169112273,32.95454545454545,21149700.0,40.98779069767442,8.033245243128967,Other,1775510.2040816324,2019-07
House,41500000,Gulistan-e-Jauhar,24.920384,67.129162,7,6,2019-07-01,2613.6,15878.481787572697,157.1969696969697,100886500.0,195.51647286821705,38.31950317124736,Middle Class,4322916.666666667,2019-07
Flat,4100000,Scheme 33,24.938913,67.140593,1,1,2019-06-16,653.4,6274.869911233548,15.530303030303031,9967100.0,19.316085271317828,3.7857822410147968,Upper Middle,1708333.3333333335,2019-06
Flat,22500000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-05-06,1932.975,11640.088464672332,85.22727272727273,54697500.0,106.00290697674419,20.77563424947145,Middle Class,3169014.0845070425,2019-05
Flat,14000000,Gulistan-e-Jauhar,24.920384,67.129162,3,3,2019-05-06,1932.975,7242.721711351674,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Middle Class,1971830.985915493,2019-05
Flat,2700000,Mehmoodabad,24.853864,67.075562,2,2,2019-05-06,735.075,3673.094582185491,10.227272727272727,6563700.0,12.720348837209302,2.4930761099365757,Other,999999.9999999999,2019-05
House,14000000,Gulshan-e-Iqbal Town,24.898465,67.0625,3,3,2019-05-06,1306.8,10713.19253137435,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Middle Class,2916666.666666667,2019-05
Flat,6000000,Gulistan-e-Jauhar,24.907871,67.115263,2,2,2019-05-06,1089.0,5509.641873278237,22.727272727272727,14586000.0,28.267441860465116,5.540169133192389,Middle Class,1500000.0,2019-05
Flat,3900000,North Karachi,24.96986,67.066957,2,2,2019-05-06,980.1,3979.1857973676156,14.772727272727273,9480900.0,18.373837209302327,3.601109936575053,Middle Class,1083333.3333333333,2019-05
Flat,30000000,Clifton,24.832545,67.035949,4,3,2019-05-06,2531.925,11848.692200598358,113.63636363636364,72930000.0,141.3372093023256,27.70084566596195,Elite,3225806.451612903,2019-05
House,18000000,Gulistan-e-Jauhar,24.923142,67.134826,4,4,2019-05-06,1306.8,13774.104683195592,68.18181818181819,43758000.0,84.80232558139535,16.620507399577164,Middle Class,3750000.0,2019-05
House,5200000,Baloch Colony,24.867372,67.082591,5,6,2019-05-06,653.4,7958.371594735231,19.696969696969695,12641200.0,24.4984496124031,4.801479915433404,Other,2166666.666666667,2019-05
Flat,3500000,North Karachi,24.968775,67.052061,3,2,2019-06-14,789.525,4433.045185396282,13.257575757575758,8508500.0,16.489341085271317,3.231765327695559,Middle Class,1206896.551724138,2019-06
Flat,3500000,North Karachi,24.968775,67.052061,3,2,2019-06-14,789.525,4433.045185396282,13.257575757575758,8508500.0,16.489341085271317,3.231765327695559,Middle Class,1206896.551724138,2019-06
Flat,3600000,North Karachi,24.968775,67.052061,3,2,2019-06-14,789.525,4559.703619264748,13.636363636363637,8751600.0,16.96046511627907,3.3241014799154343,Middle Class,1241379.3103448276,2019-06
Flat,3700000,North Karachi,24.968775,67.052061,3,2,2019-06-14,789.525,4686.3620531332135,14.015151515151516,8994700.0,17.43158914728682,3.416437632135306,Middle Class,1275862.0689655172,2019-06
House,5500000,Scheme 33,24.938913,67.140593,2,4,2019-07-02,1633.5,3367.003367003367,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Upper Middle,916666.6666666666,2019-07
House,140000000,Navy Housing Scheme Karsaz,24.893299,67.103462,6,6,2019-05-06,3811.5,36730.94582185491,530.3030303030303,340340000.0,659.5736434108527,129.27061310782244,Upper Middle,10000000.0,2019-05
Flat,4000000,Gulshan-e-Iqbal Town,24.911726,67.098014,2,2,2019-05-06,843.975,4739.476880239344,15.151515151515152,9724000.0,18.844961240310077,3.693446088794925,Middle Class,1290322.5806451612,2019-05
House,15500000,Scheme 33,24.965776,67.120174,4,4,2019-05-06,1306.8,11861.034588307317,58.71212121212121,37680500.0,73.02422480620154,14.312103594080334,Upper Middle,3229166.666666667,2019-05
House,15000000,Scheme 33,24.965776,67.120174,4,4,2019-05-06,1306.8,11478.42056932966,56.81818181818182,36465000.0,70.6686046511628,13.850422832980975,Upper Middle,3125000.0,2019-05
House,17500000,Scheme 33,24.965776,67.120174,6,6,2019-05-06,1306.8,13391.490664217938,66.28787878787878,42542500.0,82.44670542635659,16.158826638477805,Upper Middle,3645833.3333333335,2019-05
House,20500000,Scheme 33,24.954818,67.11663,3,3,2019-05-06,2178.0,9412.304866850322,77.65151515151516,49835500.0,96.58042635658914,18.928911205073987,Upper Middle,2562500.0,2019-05
House,38000000,Gulshan-e-Iqbal Town,24.911726,67.098014,6,6,2019-06-21,2450.25,15508.62156922763,143.93939393939394,92378000.0,179.02713178294573,35.08773784355179,Middle Class,4222222.222222222,2019-06
House,38000000,Gadap Town,25.022481,67.129082,6,6,2019-06-07,4356.0,8723.599632690542,143.93939393939394,92378000.0,179.02713178294573,35.08773784355179,Affordable,2375000.0,2019-06
House,14500000,Gadap Town,25.029909,67.137192,4,4,2019-06-07,1579.05,9182.736455463728,54.92424242424242,35249500.0,68.31298449612403,13.388742071881609,Affordable,2500000.0,2019-06
House,14000000,Gadap Town,25.029909,67.137192,4,4,2019-06-07,1306.8,10713.19253137435,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Affordable,2916666.666666667,2019-06
House,13500000,Gadap Town,25.029909,67.137192,3,3,2019-06-07,1306.8,10330.578512396694,51.13636363636363,32818500.0,63.60174418604651,12.465380549682877,Affordable,2812500.0,2019-06
House,27000000,Gadap Town,25.029909,67.137192,6,6,2019-06-07,2613.6,10330.578512396694,102.27272727272727,65637000.0,127.20348837209302,24.930761099365753,Affordable,2812500.0,2019-06
House,27000000,Gadap Town,25.029909,67.137192,6,6,2019-06-07,2613.6,10330.578512396694,102.27272727272727,65637000.0,127.20348837209302,24.930761099365753,Affordable,2812500.0,2019-06
House,6500000,Gadap Town,25.009123,67.059045,3,3,2019-05-06,1089.0,5968.778696051423,24.62121212121212,15801500.0,30.623062015503876,6.001849894291755,Affordable,1625000.0,2019-05
Flat,25000000,Cantt,24.937425,67.182856,3,3,2019-05-06,3620.925,6904.313124408818,94.6969696969697,60775000.0,117.78100775193798,23.084038054968275,Elite,1879699.2481203007,2019-05
Flat,11000000,North Nazimabad,24.932405,67.030249,2,2,2019-05-06,1334.025,8245.722531436817,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Middle Class,2244897.9591836734,2019-05
House,165000000,DHA Defence,24.821639,67.071691,7,7,2019-06-21,10890.0,15151.515151515152,625.0,401115000.0,777.3546511627907,152.35465116279067,Elite,4125000.0,2019-06
Flat,7600000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-05-06,1143.45,6646.552101097555,28.78787878787879,18475600.0,35.805426356589145,7.017547568710356,Middle Class,1809523.8095238095,2019-05
Flat,9500000,Gulistan-e-Jauhar,24.920965,67.122366,2,2,2019-05-06,1197.9,7930.545120627765,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Middle Class,2159090.9090909087,2019-05
Flat,8500000,Gulistan-e-Jauhar,24.920965,67.122366,3,5,2019-05-06,1824.075,4659.896111727862,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1268656.7164179103,2019-05
Flat,10000000,Nazimabad,24.91493,67.026644,2,2,2019-06-05,1388.475,7202.146239579395,37.878787878787875,24310000.0,47.1124031007752,9.233615221987321,Middle Class,1960784.3137254904,2019-06
House,150000000,DHA Defence,24.782215,67.074537,6,6,2019-05-06,5445.0,27548.209366391184,568.1818181818181,364650000.0,706.6860465116279,138.50422832980973,Elite,7500000.0,2019-05
House,150000000,DHA Defence,24.805045,67.064323,6,6,2019-05-06,5445.0,27548.209366391184,568.1818181818181,364650000.0,706.6860465116279,138.50422832980973,Elite,7500000.0,2019-05
House,180000000,DHA Defence,24.805045,67.064323,6,6,2019-06-14,10890.0,16528.92561983471,681.8181818181819,437580000.0,848.0232558139535,166.2050739957716,Elite,4500000.0,2019-06
House,180000000,DHA Defence,24.805045,67.064323,7,6,2019-05-06,7078.5,25429.11633820725,681.8181818181819,437580000.0,848.0232558139535,166.2050739957716,Elite,6923076.923076923,2019-05
House,88000000,DHA Defence,24.805045,67.064323,5,4,2019-05-06,5445.0,16161.61616161616,333.3333333333333,213928000.0,414.5891472868217,81.25581395348837,Elite,4400000.0,2019-05
House,10000000,Scheme 33,24.998505,67.130242,4,4,2019-05-06,1361.25,7346.189164370982,37.878787878787875,24310000.0,47.1124031007752,9.233615221987321,Upper Middle,2000000.0,2019-05
Flat,5000000,DHA Defence,24.805045,67.064323,2,2,2019-07-03,653.4,7652.280379553107,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Elite,2083333.3333333335,2019-07
Flat,17500000,DHA Defence,24.842983,67.065697,3,3,2019-05-06,2069.1,8457.783577400804,66.28787878787878,42542500.0,82.44670542635659,16.158826638477805,Elite,2302631.5789473685,2019-05
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-21,2178.0,9182.736455463728,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Upper Middle,2500000.0,2019-06
Flat,3400000,Liaquatabad,24.903253,67.052279,2,2,2019-05-06,1089.0,3122.1303948576674,12.878787878787879,8265400.0,16.018217054263566,3.139429175475687,Affordable,850000.0,2019-05
Flat,5000000,Bahria Town Karachi,24.894076,67.027715,2,2,2019-05-06,1197.9,4173.971116119877,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Upper Middle,1136363.6363636362,2019-05
Flat,8500000,Gulistan-e-Jauhar,24.907871,67.115263,2,2,2019-05-06,1143.45,7433.6437972801605,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,2023809.5238095238,2019-05
Flat,20500000,Gulshan-e-Iqbal Town,24.899565,67.081322,3,3,2019-05-06,2069.1,9907.689333526654,77.65151515151516,49835500.0,96.58042635658914,18.928911205073987,Middle Class,2697368.421052632,2019-05
Flat,2650000,Gulistan-e-Jauhar,24.907871,67.115263,2,2,2019-05-06,898.425,2949.6062553913794,10.037878787878787,6442150.0,12.484786821705427,2.44690803382664,Middle Class,803030.3030303031,2019-05
House,140000000,DHA Defence,24.824093,67.061405,8,7,2019-05-06,10890.0,12855.831037649219,530.3030303030303,340340000.0,659.5736434108527,129.27061310782244,Elite,3500000.0,2019-05
House,14000000,Malir,24.9052,67.187483,4,6,2019-05-06,1442.925,9702.513990678657,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Affordable,2641509.433962264,2019-05
House,46500000,Cantt,24.937425,67.182856,4,4,2019-05-06,2885.85,16113.103591662768,176.13636363636363,113041500.0,219.07267441860466,42.93631078224104,Elite,4386792.452830189,2019-05
Flat,34000000,Cantt,24.937425,67.182856,3,3,2019-05-06,3103.65,10954.843490728657,128.78787878787878,82654000.0,160.18217054263565,31.394291754756864,Elite,2982456.1403508773,2019-05
Flat,30500000,Cantt,24.937425,67.182856,3,3,2019-05-06,3103.65,9827.139013741884,115.53030303030303,74145500.0,143.69282945736435,28.162526427061323,Elite,2675438.596491228,2019-05
House,25000000,Gadap Town,25.023415,67.138791,7,6,2019-07-03,2613.6,9565.350474441384,94.6969696969697,60775000.0,117.78100775193798,23.084038054968275,Affordable,2604166.666666667,2019-07
